"PLAN_INDEX","TOOL_IDENTIFIER","COUNTRY","COUNT"
"1073","CC BY 4.0","Mexico","51900"
"1074","CC BY 4.0","Micronesia, Federated States of","6"
"1075","CC BY 4.0","Moldova, Republic of","743"
"1076","CC BY 4.0","Monaco","9"
"1077","CC BY 4.0","Mongolia","1040"
"1078","CC BY 4.0","Montserrat","0"
"1079","CC BY 4.0","Morocco","661"
"1080","CC BY 4.0","Mozambique","286"
"1081","CC BY 4.0","Myanmar","62"
"1082","CC BY 4.0","Namibia","350"
"1083","CC BY 4.0","Nauru","5"
"1084","CC BY 4.0","Nepal","2520"
"1085","CC BY 4.0","Netherlands","194000"
"1086","CC BY 4.0","Netherlands Antilles","0"
"1087","CC BY 4.0","New Caledonia","29"
"1088","CC BY 4.0","New Zealand","36800"
"1089","CC BY 4.0","Nicaragua","21400"
"1090","CC BY 4.0","Niger","8"
"1091","CC BY 4.0","Nigeria","16500"
"1092","CC BY 4.0","Niue","3"
"1093","CC BY 4.0","Norfolk Island","2"
"1094","CC BY 4.0","Northern Mariana Islands","2"
"1095","CC BY 4.0","Norway","36400"
"1096","CC BY 4.0","Oman","1310"
"1097","CC BY 4.0","Pakistan","11300"
"1098","CC BY 4.0","Palau","4"
"1099","CC BY 4.0","Palestinian Territory","501"
"1100","CC BY 4.0","Panama","2890"
"1101","CC BY 4.0","Papua New Guinea","38"
"1102","CC BY 4.0","Paraguay","1560"
"1103","CC BY 4.0","Peru","31900"
"1104","CC BY 4.0","Philippines","6720"
"1105","CC BY 4.0","Pitcairn","0"
"1106","CC BY 4.0","Poland","139000"
"1107","CC BY 4.0","Portugal","27600"
"1108","CC BY 4.0","Puerto Rico","296"
"1109","CC BY 4.0","Qatar","9"
"1110","CC BY 4.0","Reunion","30"
"1111","CC BY 4.0","Romania","13900"
"1112","CC BY 4.0","Russian Federation","107000"
"1113","CC BY 4.0","Rwanda","3720"
"1114","CC BY 4.0","Saint Helena","32"
"1115","CC BY 4.0","Saint Kitts and Nevis","2"
"1116","CC BY 4.0","Saint Lucia","10"
"1117","CC BY 4.0","Saint Pierre and Miquelon","47"
"1118","CC BY 4.0","Saint Vincent and the Grenadines","3"
"1119","CC BY 4.0","Samoa","344"
"1120","CC BY 4.0","San Marino","8"
"1121","CC BY 4.0","Sao Tome and Principe","141"
"1122","CC BY 4.0","Saudi Arabia","5540"
"1123","CC BY 4.0","Senegal","49"
"1124","CC BY 4.0","Serbia and Montenegro","367000000"
"1125","CC BY 4.0","Seychelles","2"
"1126","CC BY 4.0","Sierra Leone","81"
"1127","CC BY 4.0","Singapore","56900"
"1128","CC BY 4.0","Slovakia","4510"
"1129","CC BY 4.0","Slovenia","47500"
"1130","CC BY 4.0","Solomon Islands","5"
"1131","CC BY 4.0","Somalia","2740"
"1132","CC BY 4.0","South Africa","76200"
"1133","CC BY 4.0","South Georgia and the South Sandwich Islands","1"
"1134","CC BY 4.0","Spain","192000"
"1135","CC BY 4.0","Sri Lanka","1250"
"1136","CC BY 4.0","Sudan","29"
"1137","CC BY 4.0","Suriname","5"
"1138","CC BY 4.0","Svalbard and Jan Mayen","0"
"1139","CC BY 4.0","Swaziland","3"
"1140","CC BY 4.0","Sweden","72200"
"1141","CC BY 4.0","Switzerland","190000"
"1142","CC BY 4.0","Syrian Arab Republic","460"
"1143","CC BY 4.0","Taiwan, Province of China","5780"
"1144","CC BY 4.0","Tajikistan","132"
"1145","CC BY 4.0","Tanzania, United Republic of","1120"
"1146","CC BY 4.0","Thailand","8300"
"1147","CC BY 4.0","Togo","15"
"1148","CC BY 4.0","Tokelau","0"
"1149","CC BY 4.0","Tonga","843"
"1150","CC BY 4.0","Trinidad and Tobago","107"
"1151","CC BY 4.0","Tunisia","491"
"1152","CC BY 4.0","Turkey","83300"
"1153","CC BY 4.0","Turkmenistan","5"
"1154","CC BY 4.0","Turks and Caicos Islands","2"
"1155","CC BY 4.0","Tuvalu","3"
"1156","CC BY 4.0","Uganda","4260"
"1157","CC BY 4.0","Ukraine","32000"
"1158","CC BY 4.0","United Arab Emirates","3600"
"1159","CC BY 4.0","United Kingdom","2910000"
"1160","CC BY 4.0","United States","321000000"
"1161","CC BY 4.0","United States Minor Outlying Islands","0"
"1162","CC BY 4.0","Uruguay","3310"
"1163","CC BY 4.0","Uzbekistan","4660"
"1164","CC BY 4.0","Vanuatu","8"
"1165","CC BY 4.0","Venezuela","8860"
"1166","CC BY 4.0","Vietnam","94000"
"1167","CC BY 4.0","Virgin Islands, British","1260"
"1168","CC BY 4.0","Virgin Islands, U.S.","1390"
"1169","CC BY 4.0","Wallis and Futuna","3"
"1170","CC BY 4.0","Western Sahara","0"
"1171","CC BY 4.0","Yemen","343"
"1172","CC BY 4.0","Yugoslavia","0"
"1173","CC BY 4.0","Zambia","9900"
"1174","CC BY 4.0","Zimbabwe","853"
"1175","CC BY-NC 4.0","Afghanistan","408"
"1176","CC BY-NC 4.0","Albania","109"
"1177","CC BY-NC 4.0","Algeria","736"
"1178","CC BY-NC 4.0","American Samoa","0"
"1179","CC BY-NC 4.0","Andorra","3"
"1180","CC BY-NC 4.0","Angola","108"
"1181","CC BY-NC 4.0","Anguilla","0"
"1182","CC BY-NC 4.0","Antarctica","2"
"1183","CC BY-NC 4.0","Antigua and Barbuda","0"
"1184","CC BY-NC 4.0","Argentina","60700"
"1185","CC BY-NC 4.0","Armenia","183"
"1186","CC BY-NC 4.0","Aruba","35100"
"1187","CC BY-NC 4.0","Australia","80300"
"1188","CC BY-NC 4.0","Austria","7940"
"1189","CC BY-NC 4.0","Azerbaijan","247"
"1190","CC BY-NC 4.0","Bahamas","3"
"1191","CC BY-NC 4.0","Bahrain","6"
"1192","CC BY-NC 4.0","Bangladesh","295"
"1193","CC BY-NC 4.0","Barbados","4"
"1194","CC BY-NC 4.0","Belarus","69"
"1195","CC BY-NC 4.0","Belgium","18700"
"1196","CC BY-NC 4.0","Belize","3"
"1197","CC BY-NC 4.0","Benin","35"
"1198","CC BY-NC 4.0","Bermuda","2"
"1199","CC BY-NC 4.0","Bhutan","21"
"1200","CC BY-NC 4.0","Bolivia","236"
"1201","CC BY-NC 4.0","Bosnia and Herzegovina","605"
"1202","CC BY-NC 4.0","Botswana","55"
"1203","CC BY-NC 4.0","Bouvet Island","0"
"1204","CC BY-NC 4.0","Brazil","208000"
"1205","CC BY-NC 4.0","British Indian Ocean Territory","0"
"1206","CC BY-NC 4.0","Brunei Darussalam","15"
"1207","CC BY-NC 4.0","Bulgaria","1150"
"1208","CC BY-NC 4.0","Burkina Faso","46"
"1209","CC BY-NC 4.0","Burundi","4"
"1210","CC BY-NC 4.0","Cambodia","360"
"1211","CC BY-NC 4.0","Cameroon","43"
"1212","CC BY-NC 4.0","Canada","47800"
"1213","CC BY-NC 4.0","Cape Verde","2"
"1214","CC BY-NC 4.0","Cayman Islands","0"
"1215","CC BY-NC 4.0","Central African Republic","0"
"1216","CC BY-NC 4.0","Chad","1"
"1217","CC BY-NC 4.0","Chile","4270"
"1218","CC BY-NC 4.0","China","39900"
"1219","CC BY-NC 4.0","Christmas Island","1"
"1220","CC BY-NC 4.0","Cocos (Keeling) Islands","0"
"1221","CC BY-NC 4.0","Colombia","39400"
"1222","CC BY-NC 4.0","Comoros","0"
"1223","CC BY-NC 4.0","Congo","21"
"1224","CC BY-NC 4.0","Congo, the Democratic Republic of the","3"
"1225","CC BY-NC 4.0","Cook Islands","5"
"1226","CC BY-NC 4.0","Costa Rica","5190"
"1227","CC BY-NC 4.0","Cote D'ivoire","2"
"1228","CC BY-NC 4.0","Croatia (Hrvatska)","5830"
"1229","CC BY-NC 4.0","Cuba","3920"
"1230","CC BY-NC 4.0","Cyprus","2220"
"1231","CC BY-NC 4.0","Czech Republic","12900"
"1232","CC BY-NC 4.0","Denmark","21700"
"1233","CC BY-NC 4.0","Djibouti","2"
"1234","CC BY-NC 4.0","Dominica","0"
"1235","CC BY-NC 4.0","Dominican Republic","118"
"1236","CC BY-NC 4.0","East Timor","0"
"1237","CC BY-NC 4.0","Ecuador","22900"
"1238","CC BY-NC 4.0","Egypt","1710"
"1239","CC BY-NC 4.0","El Salvador","345"
"1240","CC BY-NC 4.0","Equatorial Guinea","0"
"1241","CC BY-NC 4.0","Eritrea","0"
"1242","CC BY-NC 4.0","Estonia","753"
"1243","CC BY-NC 4.0","Ethiopia","560"
"1244","CC BY-NC 4.0","European Union","0"
"1245","CC BY-NC 4.0","Falkland Islands (Malvinas)","0"
"1246","CC BY-NC 4.0","Faroe Islands","9"
"1247","CC BY-NC 4.0","Fiji","53"
"1248","CC BY-NC 4.0","Finland","19600"
"1249","CC BY-NC 4.0","France","87800"
"1250","CC BY-NC 4.0","France, Metropolitan","0"
"1251","CC BY-NC 4.0","French Guiana","0"
"1252","CC BY-NC 4.0","French Polynesia","2"
"1253","CC BY-NC 4.0","French Southern Territories","0"
"1254","CC BY-NC 4.0","Gabon","0"
"1255","CC BY-NC 4.0","Gambia","6"
"1256","CC BY-NC 4.0","Georgia","97"
"1257","CC BY-NC 4.0","Germany","201000"
"1258","CC BY-NC 4.0","Ghana","1090"
"1259","CC BY-NC 4.0","Gibraltar","3"
"1260","CC BY-NC 4.0","Greece","8750"
"1261","CC BY-NC 4.0","Greenland","13"
"1262","CC BY-NC 4.0","Grenada","2"
"1263","CC BY-NC 4.0","Guadeloupe","0"
"1264","CC BY-NC 4.0","Guam","0"
"1265","CC BY-NC 4.0","Guatemala","287"
"1266","CC BY-NC 4.0","Guinea","0"
"1267","CC BY-NC 4.0","Guinea-Bissau","2"
"1268","CC BY-NC 4.0","Guyana","2"
"1269","CC BY-NC 4.0","Haiti","4"
"1270","CC BY-NC 4.0","Heard Island and Mcdonald Islands","0"
"1271","CC BY-NC 4.0","Holy See (Vatican City State)","3"
"1272","CC BY-NC 4.0","Honduras","36"
"1273","CC BY-NC 4.0","Hong Kong","22700"
"1274","CC BY-NC 4.0","Hungary","6190"
"1275","CC BY-NC 4.0","Iceland","3260"
"1276","CC BY-NC 4.0","India","27200"
"1277","CC BY-NC 4.0","Indonesia","32200"
"1278","CC BY-NC 4.0","Iran, Islamic Republic of","32900"
"1279","CC BY-NC 4.0","Iraq","2840"
"1280","CC BY-NC 4.0","Ireland","34700"
"1281","CC BY-NC 4.0","Israel","666"
"1282","CC BY-NC 4.0","Italy","46600"
"1283","CC BY-NC 4.0","Jamaica","9"
"1284","CC BY-NC 4.0","Japan","64500"
"1285","CC BY-NC 4.0","Jordan","736"
"1286","CC BY-NC 4.0","Kazakhstan","628"
"1287","CC BY-NC 4.0","Kenya","1860"
"1288","CC BY-NC 4.0","Kiribati","3"
"1289","CC BY-NC 4.0","Korea, Democratic People's Republic of","0"
"1290","CC BY-NC 4.0","Korea, Republic of","138000"
"1291","CC BY-NC 4.0","Kuwait","21"
"1292","CC BY-NC 4.0","Kyrgyzstan","21"
"1293","CC BY-NC 4.0","Lao People's Democratic Republic","0"
"1294","CC BY-NC 4.0","Latvia","475"
"1295","CC BY-NC 4.0","Lebanon","470"
"1296","CC BY-NC 4.0","Lesotho","4"
"1297","CC BY-NC 4.0","Liberia","935"
"1298","CC BY-NC 4.0","Libyan Arab Jamahiriya","138"
"1299","CC BY-NC 4.0","Liechtenstein","14"
"1300","CC BY-NC 4.0","Lithuania","4810"
"1301","CC BY-NC 4.0","Luxembourg","1280"
"1302","CC BY-NC 4.0","Macao","8"
"1303","CC BY-NC 4.0","Macedonia, the Former Yugosalv Republic of","155"
"1304","CC BY-NC 4.0","Madagascar","21"
"1305","CC BY-NC 4.0","Malawi","94"
"1306","CC BY-NC 4.0","Malaysia","4570"
"1307","CC BY-NC 4.0","Maldives","7"
"1308","CC BY-NC 4.0","Mali","1"
"1309","CC BY-NC 4.0","Malta","548"
"1310","CC BY-NC 4.0","Marshall Islands","0"
"1311","CC BY-NC 4.0","Martinique","0"
"1312","CC BY-NC 4.0","Mauritania","0"
"1313","CC BY-NC 4.0","Mauritius","8"
"1314","CC BY-NC 4.0","Mayotte","0"
"1315","CC BY-NC 4.0","Mexico","23600"
"1316","CC BY-NC 4.0","Micronesia, Federated States of","0"
"1317","CC BY-NC 4.0","Moldova, Republic of","71"
"1318","CC BY-NC 4.0","Monaco","4"
"1319","CC BY-NC 4.0","Mongolia","172"
"1320","CC BY-NC 4.0","Montserrat","0"
"1321","CC BY-NC 4.0","Morocco","252"
"1322","CC BY-NC 4.0","Mozambique","75"
"1323","CC BY-NC 4.0","Myanmar","9"
"1324","CC BY-NC 4.0","Namibia","45"
"1325","CC BY-NC 4.0","Nauru","0"
"1326","CC BY-NC 4.0","Nepal","576"
"1327","CC BY-NC 4.0","Netherlands","60200"
"1328","CC BY-NC 4.0","Netherlands Antilles","0"
"1329","CC BY-NC 4.0","New Caledonia","29"
"1330","CC BY-NC 4.0","New Zealand","13000"
"1331","CC BY-NC 4.0","Nicaragua","16100"
"1332","CC BY-NC 4.0","Niger","5"
"1333","CC BY-NC 4.0","Nigeria","4890"
"1334","CC BY-NC 4.0","Niue","0"
"1335","CC BY-NC 4.0","Norfolk Island","2"
"1336","CC BY-NC 4.0","Northern Mariana Islands","0"
"1337","CC BY-NC 4.0","Norway","16400"
"1338","CC BY-NC 4.0","Oman","85"
"1339","CC BY-NC 4.0","Pakistan","2170"
"1340","CC BY-NC 4.0","Palau","0"
"1341","CC BY-NC 4.0","Palestinian Territory","54"
"1342","CC BY-NC 4.0","Panama","1990"
"1343","CC BY-NC 4.0","Papua New Guinea","9"
"1344","CC BY-NC 4.0","Paraguay","45"
"1345","CC BY-NC 4.0","Peru","12600"
"1346","CC BY-NC 4.0","Philippines","2830"
"1347","CC BY-NC 4.0","Pitcairn","0"
"1348","CC BY-NC 4.0","Poland","50000"
"1349","CC BY-NC 4.0","Portugal","10600"
"1350","CC BY-NC 4.0","Puerto Rico","32"
"1351","CC BY-NC 4.0","Qatar","1950"
"1352","CC BY-NC 4.0","Reunion","7"
"1353","CC BY-NC 4.0","Romania","4020"
"1354","CC BY-NC 4.0","Russian Federation","17600"
"1355","CC BY-NC 4.0","Rwanda","186"
"1356","CC BY-NC 4.0","Saint Helena","8"
"1357","CC BY-NC 4.0","Saint Kitts and Nevis","0"
"1358","CC BY-NC 4.0","Saint Lucia","5"
"1359","CC BY-NC 4.0","Saint Pierre and Miquelon","8"
"1360","CC BY-NC 4.0","Saint Vincent and the Grenadines","0"
"1361","CC BY-NC 4.0","Samoa","57"
"1362","CC BY-NC 4.0","San Marino","1"
"1363","CC BY-NC 4.0","Sao Tome and Principe","6"
"1364","CC BY-NC 4.0","Saudi Arabia","2210"
"1365","CC BY-NC 4.0","Senegal","8"
"1366","CC BY-NC 4.0","Serbia and Montenegro","128000000"
"1367","CC BY-NC 4.0","Seychelles","0"
"1368","CC BY-NC 4.0","Sierra Leone","15"
"1369","CC BY-NC 4.0","Singapore","10800"
"1370","CC BY-NC 4.0","Slovakia","753"
"1371","CC BY-NC 4.0","Slovenia","22400"
"1372","CC BY-NC 4.0","Solomon Islands","1"
"1373","CC BY-NC 4.0","Somalia","133"
"1374","CC BY-NC 4.0","South Africa","12200"
"1375","CC BY-NC 4.0","South Georgia and the South Sandwich Islands","0"
"1376","CC BY-NC 4.0","Spain","83800"
"1377","CC BY-NC 4.0","Sri Lanka","181"
"1378","CC BY-NC 4.0","Sudan","7"
"1379","CC BY-NC 4.0","Suriname","1"
"1380","CC BY-NC 4.0","Svalbard and Jan Mayen","0"
"1381","CC BY-NC 4.0","Swaziland","0"
"1382","CC BY-NC 4.0","Sweden","25300"
"1383","CC BY-NC 4.0","Switzerland","65300"
"1384","CC BY-NC 4.0","Syrian Arab Republic","79"
"1385","CC BY-NC 4.0","Taiwan, Province of China","1870"
"1386","CC BY-NC 4.0","Tajikistan","5"
"1387","CC BY-NC 4.0","Tanzania, United Republic of","205"
"1388","CC BY-NC 4.0","Thailand","3130"
"1389","CC BY-NC 4.0","Togo","2"
"1390","CC BY-NC 4.0","Tokelau","0"
"1391","CC BY-NC 4.0","Tonga","137"
"1392","CC BY-NC 4.0","Trinidad and Tobago","54"
"1393","CC BY-NC 4.0","Tunisia","93"
"1394","CC BY-NC 4.0","Turkey","34700"
"1395","CC BY-NC 4.0","Turkmenistan","2"
"1396","CC BY-NC 4.0","Turks and Caicos Islands","1"
"1397","CC BY-NC 4.0","Tuvalu","0"
"1398","CC BY-NC 4.0","Uganda","603"
"1399","CC BY-NC 4.0","Ukraine","4730"
"1400","CC BY-NC 4.0","United Arab Emirates","953"
"1401","CC BY-NC 4.0","United Kingdom","245000"
"1402","CC BY-NC 4.0","United States","105000000"
"1403","CC BY-NC 4.0","United States Minor Outlying Islands","0"
"1404","CC BY-NC 4.0","Uruguay","789"
"1405","CC BY-NC 4.0","Uzbekistan","129"
"1406","CC BY-NC 4.0","Vanuatu","2"
"1407","CC BY-NC 4.0","Venezuela","6370"
"1408","CC BY-NC 4.0","Vietnam","35700"
"1409","CC BY-NC 4.0","Virgin Islands, British","63"
"1410","CC BY-NC 4.0","Virgin Islands, U.S.","727"
"1411","CC BY-NC 4.0","Wallis and Futuna","3"
"1412","CC BY-NC 4.0","Western Sahara","0"
"1413","CC BY-NC 4.0","Yemen","68"
"1414","CC BY-NC 4.0","Yugoslavia","0"
"1415","CC BY-NC 4.0","Zambia","961"
"1416","CC BY-NC 4.0","Zimbabwe","45"
"1417","CC BY-NC-ND 4.0","Afghanistan","410"
"1418","CC BY-NC-ND 4.0","Albania","108"
"1419","CC BY-NC-ND 4.0","Algeria","726"
"1420","CC BY-NC-ND 4.0","American Samoa","0"
"1421","CC BY-NC-ND 4.0","Andorra","3"
"1422","CC BY-NC-ND 4.0","Angola","8"
"1423","CC BY-NC-ND 4.0","Anguilla","0"
"1424","CC BY-NC-ND 4.0","Antarctica","1"
"1425","CC BY-NC-ND 4.0","Antigua and Barbuda","0"
"1426","CC BY-NC-ND 4.0","Argentina","41000"
"1427","CC BY-NC-ND 4.0","Armenia","183"
"1428","CC BY-NC-ND 4.0","Aruba","9"
"1429","CC BY-NC-ND 4.0","Australia","80200"
"1430","CC BY-NC-ND 4.0","Austria","6050"
"1431","CC BY-NC-ND 4.0","Azerbaijan","235"
"1432","CC BY-NC-ND 4.0","Bahamas","3"
"1433","CC BY-NC-ND 4.0","Bahrain","7"
"1434","CC BY-NC-ND 4.0","Bangladesh","296"
"1435","CC BY-NC-ND 4.0","Barbados","4"
"1436","CC BY-NC-ND 4.0","Belarus","69"
"1437","CC BY-NC-ND 4.0","Belgium","18500"
"1438","CC BY-NC-ND 4.0","Belize","3"
"1439","CC BY-NC-ND 4.0","Benin","34"
"1440","CC BY-NC-ND 4.0","Bermuda","2"
"1441","CC BY-NC-ND 4.0","Bhutan","21"
"1442","CC BY-NC-ND 4.0","Bolivia","193"
"1443","CC BY-NC-ND 4.0","Bosnia and Herzegovina","605"
"1444","CC BY-NC-ND 4.0","Botswana","55"
"1445","CC BY-NC-ND 4.0","Bouvet Island","0"
"1446","CC BY-NC-ND 4.0","Brazil","199000"
"1447","CC BY-NC-ND 4.0","British Indian Ocean Territory","0"
"1448","CC BY-NC-ND 4.0","Brunei Darussalam","15"
"1449","CC BY-NC-ND 4.0","Bulgaria","1150"
"1450","CC BY-NC-ND 4.0","Burkina Faso","45"
"1451","CC BY-NC-ND 4.0","Burundi","4"
"1452","CC BY-NC-ND 4.0","Cambodia","354"
"1453","CC BY-NC-ND 4.0","Cameroon","43"
"1454","CC BY-NC-ND 4.0","Canada","47100"
"1455","CC BY-NC-ND 4.0","Cape Verde","2"
"1456","CC BY-NC-ND 4.0","Cayman Islands","0"
"1457","CC BY-NC-ND 4.0","Central African Republic","0"
"1458","CC BY-NC-ND 4.0","Chad","1"
"1459","CC BY-NC-ND 4.0","Chile","3960"
"1460","CC BY-NC-ND 4.0","China","39600"
"1461","CC BY-NC-ND 4.0","Christmas Island","2"
"1462","CC BY-NC-ND 4.0","Cocos (Keeling) Islands","0"
"1463","CC BY-NC-ND 4.0","Colombia","34400"
"1464","CC BY-NC-ND 4.0","Comoros","0"
"1465","CC BY-NC-ND 4.0","Congo","21"
"1466","CC BY-NC-ND 4.0","Congo, the Democratic Republic of the","3"
"1467","CC BY-NC-ND 4.0","Cook Islands","9"
"1468","CC BY-NC-ND 4.0","Costa Rica","3750"
"1469","CC BY-NC-ND 4.0","Cote D'ivoire","2"
"1470","CC BY-NC-ND 4.0","Croatia (Hrvatska)","5780"
"1471","CC BY-NC-ND 4.0","Cuba","3680"
"1472","CC BY-NC-ND 4.0","Cyprus","9"
"1473","CC BY-NC-ND 4.0","Czech Republic","9400"
"1474","CC BY-NC-ND 4.0","Denmark","21700"
"1475","CC BY-NC-ND 4.0","Djibouti","2"
"1476","CC BY-NC-ND 4.0","Dominica","0"
"1477","CC BY-NC-ND 4.0","Dominican Republic","117"
"1478","CC BY-NC-ND 4.0","East Timor","0"
"1479","CC BY-NC-ND 4.0","Ecuador","11700"
"1480","CC BY-NC-ND 4.0","Egypt","1680"
"1481","CC BY-NC-ND 4.0","El Salvador","250"
"1482","CC BY-NC-ND 4.0","Equatorial Guinea","0"
"1483","CC BY-NC-ND 4.0","Eritrea","0"
"1484","CC BY-NC-ND 4.0","Estonia","723"
"1485","CC BY-NC-ND 4.0","Ethiopia","564"
"1486","CC BY-NC-ND 4.0","European Union","0"
"1487","CC BY-NC-ND 4.0","Falkland Islands (Malvinas)","0"
