"PLAN_INDEX","TOOL_IDENTIFIER","COUNTRY","COUNT"
"997","CC BY 4.0","El Salvador","847"
"998","CC BY 4.0","Equatorial Guinea","0"
"999","CC BY 4.0","Eritrea","3"
"1000","CC BY 4.0","Estonia","2100"
"1001","CC BY 4.0","Ethiopia","1410"
"1002","CC BY 4.0","European Union","0"
"1003","CC BY 4.0","Falkland Islands (Malvinas)","3"
"1004","CC BY 4.0","Faroe Islands","204"
"1005","CC BY 4.0","Fiji","161"
"1006","CC BY 4.0","Finland","67800"
"1007","CC BY 4.0","France","312000"
"1008","CC BY 4.0","France, Metropolitan","0"
"1009","CC BY 4.0","French Guiana","1"
"1010","CC BY 4.0","French Polynesia","3"
"1011","CC BY 4.0","French Southern Territories","1"
"1012","CC BY 4.0","Gabon","0"
"1013","CC BY 4.0","Gambia","13"
"1014","CC BY 4.0","Georgia","632"
"1015","CC BY 4.0","Germany","8880000"
"1016","CC BY 4.0","Ghana","4020"
"1017","CC BY 4.0","Gibraltar","9"
"1018","CC BY 4.0","Greece","30000"
"1019","CC BY 4.0","Greenland","10"
"1020","CC BY 4.0","Grenada","35"
"1021","CC BY 4.0","Guadeloupe","0"
"1022","CC BY 4.0","Guam","0"
"1023","CC BY 4.0","Guatemala","4600"
"1024","CC BY 4.0","Guinea","1"
"1025","CC BY 4.0","Guinea-Bissau","3"
"1026","CC BY 4.0","Guyana","10"
"1027","CC BY 4.0","Haiti","10"
"1028","CC BY 4.0","Heard Island and Mcdonald Islands","0"
"1029","CC BY 4.0","Holy See (Vatican City State)","5"
"1030","CC BY 4.0","Honduras","84"
"1031","CC BY 4.0","Hong Kong","54800"
"1032","CC BY 4.0","Hungary","13300"
"1033","CC BY 4.0","Iceland","7540"
"1034","CC BY 4.0","India","108000"
"1035","CC BY 4.0","Indonesia","235000"
"1036","CC BY 4.0","Iran, Islamic Republic of","83800"
"1037","CC BY 4.0","Iraq","13700"
"1038","CC BY 4.0","Ireland","126000"
"1039","CC BY 4.0","Israel","7150"
"1040","CC BY 4.0","Italy","172000"
"1041","CC BY 4.0","Jamaica","224"
"1042","CC BY 4.0","Japan","124000"
"1043","CC BY 4.0","Jordan","1030"
"1044","CC BY 4.0","Kazakhstan","1730"
"1045","CC BY 4.0","Kenya","5710"
"1046","CC BY 4.0","Kiribati","1"
"1047","CC BY 4.0","Korea, Democratic People's Republic of","0"
"1048","CC BY 4.0","Korea, Republic of","149000"
"1049","CC BY 4.0","Kuwait","26"
"1050","CC BY 4.0","Kyrgyzstan","107"
"1051","CC BY 4.0","Lao People's Democratic Republic","9"
"1052","CC BY 4.0","Latvia","2870"
"1053","CC BY 4.0","Lebanon","3250"
"1054","CC BY 4.0","Lesotho","98"
"1055","CC BY 4.0","Liberia","2060"
"1056","CC BY 4.0","Libyan Arab Jamahiriya","1110"
"1057","CC BY 4.0","Liechtenstein","35"
"1058","CC BY 4.0","Lithuania","25600"
"1059","CC BY 4.0","Luxembourg","14000"
"1060","CC BY 4.0","Macao","291"
"1061","CC BY 4.0","Macedonia, the Former Yugosalv Republic of","748"
"1062","CC BY 4.0","Madagascar","6"
"1063","CC BY 4.0","Malawi","125"
"1064","CC BY 4.0","Malaysia","16600"
"1065","CC BY 4.0","Maldives","3980"
"1066","CC BY 4.0","Mali","19"
"1067","CC BY 4.0","Malta","1140"
"1068","CC BY 4.0","Marshall Islands","0"
"1069","CC BY 4.0","Martinique","1"
"1070","CC BY 4.0","Mauritania","3"
"1071","CC BY 4.0","Mauritius","39"
"1072","CC BY 4.0","Mayotte","0"
"1073","CC BY 4.0","Mexico","65700"
"1074","CC BY 4.0","Micronesia, Federated States of","7"
"1075","CC BY 4.0","Moldova, Republic of","780"
"1076","CC BY 4.0","Monaco","7"
"1077","CC BY 4.0","Mongolia","79"
"1078","CC BY 4.0","Montserrat","0"
"1079","CC BY 4.0","Morocco","480"
"1080","CC BY 4.0","Mozambique","243"
"1081","CC BY 4.0","Myanmar","64"
"1082","CC BY 4.0","Namibia","352"
"1083","CC BY 4.0","Nauru","4"
"1084","CC BY 4.0","Nepal","2030"
"1085","CC BY 4.0","Netherlands","186000"
"1086","CC BY 4.0","Netherlands Antilles","0"
"1087","CC BY 4.0","New Caledonia","26"
"1088","CC BY 4.0","New Zealand","36600"
"1089","CC BY 4.0","Nicaragua","20900"
"1090","CC BY 4.0","Niger","8"
"1091","CC BY 4.0","Nigeria","19700"
"1092","CC BY 4.0","Niue","3"
"1093","CC BY 4.0","Norfolk Island","2"
"1094","CC BY 4.0","Northern Mariana Islands","2"
"1095","CC BY 4.0","Norway","48300"
"1096","CC BY 4.0","Oman","1260"
"1097","CC BY 4.0","Pakistan","9560"
"1098","CC BY 4.0","Palau","4"
"1099","CC BY 4.0","Palestinian Territory","211"
"1100","CC BY 4.0","Panama","2610"
"1101","CC BY 4.0","Papua New Guinea","48"
"1102","CC BY 4.0","Paraguay","2770"
"1103","CC BY 4.0","Peru","49800"
"1104","CC BY 4.0","Philippines","6150"
"1105","CC BY 4.0","Pitcairn","0"
"1106","CC BY 4.0","Poland","165000"
"1107","CC BY 4.0","Portugal","30800"
"1108","CC BY 4.0","Puerto Rico","259"
"1109","CC BY 4.0","Qatar","7050"
"1110","CC BY 4.0","Reunion","28"
"1111","CC BY 4.0","Romania","13500"
"1112","CC BY 4.0","Russian Federation","125000"
"1113","CC BY 4.0","Rwanda","3790"
"1114","CC BY 4.0","Saint Helena","32"
"1115","CC BY 4.0","Saint Kitts and Nevis","2"
"1116","CC BY 4.0","Saint Lucia","17"
"1117","CC BY 4.0","Saint Pierre and Miquelon","10"
"1118","CC BY 4.0","Saint Vincent and the Grenadines","6"
"1119","CC BY 4.0","Samoa","178"
"1120","CC BY 4.0","San Marino","8"
"1121","CC BY 4.0","Sao Tome and Principe","33"
"1122","CC BY 4.0","Saudi Arabia","6790"
"1123","CC BY 4.0","Senegal","51"
"1124","CC BY 4.0","Serbia and Montenegro","327000000"
"1125","CC BY 4.0","Seychelles","10"
"1126","CC BY 4.0","Sierra Leone","98"
"1127","CC BY 4.0","Singapore","60000"
"1128","CC BY 4.0","Slovakia","4430"
"1129","CC BY 4.0","Slovenia","60500"
"1130","CC BY 4.0","Solomon Islands","4"
"1131","CC BY 4.0","Somalia","2930"
"1132","CC BY 4.0","South Africa","68200"
"1133","CC BY 4.0","South Georgia and the South Sandwich Islands","1"
"1134","CC BY 4.0","Spain","306000"
"1135","CC BY 4.0","Sri Lanka","1290"
"1136","CC BY 4.0","Sudan","9"
"1137","CC BY 4.0","Suriname","4"
"1138","CC BY 4.0","Svalbard and Jan Mayen","0"
"1139","CC BY 4.0","Swaziland","4"
"1140","CC BY 4.0","Sweden","74000"
"1141","CC BY 4.0","Switzerland","165000"
"1142","CC BY 4.0","Syrian Arab Republic","800"
"1143","CC BY 4.0","Taiwan, Province of China","5040"
"1144","CC BY 4.0","Tajikistan","159"
"1145","CC BY 4.0","Tanzania, United Republic of","894"
"1146","CC BY 4.0","Thailand","7860"
"1147","CC BY 4.0","Togo","10"
"1148","CC BY 4.0","Tokelau","0"
"1149","CC BY 4.0","Tonga","1110"
"1150","CC BY 4.0","Trinidad and Tobago","45"
"1151","CC BY 4.0","Tunisia","541"
"1152","CC BY 4.0","Turkey","89500"
"1153","CC BY 4.0","Turkmenistan","5"
"1154","CC BY 4.0","Turks and Caicos Islands","2"
"1155","CC BY 4.0","Tuvalu","3"
"1156","CC BY 4.0","Uganda","3560"
"1157","CC BY 4.0","Ukraine","36500"
"1158","CC BY 4.0","United Arab Emirates","3080"
"1159","CC BY 4.0","United Kingdom","4490000"
"1160","CC BY 4.0","United States","289000000"
"1161","CC BY 4.0","United States Minor Outlying Islands","0"
"1162","CC BY 4.0","Uruguay","2570"
"1163","CC BY 4.0","Uzbekistan","4660"
"1164","CC BY 4.0","Vanuatu","6"
"1165","CC BY 4.0","Venezuela","5190"
"1166","CC BY 4.0","Vietnam","88700"
"1167","CC BY 4.0","Virgin Islands, British","1090"
"1168","CC BY 4.0","Virgin Islands, U.S.","1090"
"1169","CC BY 4.0","Wallis and Futuna","4"
"1170","CC BY 4.0","Western Sahara","0"
"1171","CC BY 4.0","Yemen","442"
"1172","CC BY 4.0","Yugoslavia","0"
"1173","CC BY 4.0","Zambia","11500"
"1174","CC BY 4.0","Zimbabwe","732"
"1175","CC BY-NC 4.0","Afghanistan","200"
"1176","CC BY-NC 4.0","Albania","90"
"1177","CC BY-NC 4.0","Algeria","668"
"1178","CC BY-NC 4.0","American Samoa","0"
"1179","CC BY-NC 4.0","Andorra","3"
"1180","CC BY-NC 4.0","Angola","91"
"1181","CC BY-NC 4.0","Anguilla","0"
"1182","CC BY-NC 4.0","Antarctica","1"
"1183","CC BY-NC 4.0","Antigua and Barbuda","1"
"1184","CC BY-NC 4.0","Argentina","47600"
"1185","CC BY-NC 4.0","Armenia","317"
"1186","CC BY-NC 4.0","Aruba","6"
"1187","CC BY-NC 4.0","Australia","59000"
"1188","CC BY-NC 4.0","Austria","7870"
"1189","CC BY-NC 4.0","Azerbaijan","159"
"1190","CC BY-NC 4.0","Bahamas","1"
"1191","CC BY-NC 4.0","Bahrain","8"
"1192","CC BY-NC 4.0","Bangladesh","451"
"1193","CC BY-NC 4.0","Barbados","5"
"1194","CC BY-NC 4.0","Belarus","68"
"1195","CC BY-NC 4.0","Belgium","21400"
"1196","CC BY-NC 4.0","Belize","4"
"1197","CC BY-NC 4.0","Benin","9"
"1198","CC BY-NC 4.0","Bermuda","2"
"1199","CC BY-NC 4.0","Bhutan","17"
"1200","CC BY-NC 4.0","Bolivia","474"
"1201","CC BY-NC 4.0","Bosnia and Herzegovina","2100"
"1202","CC BY-NC 4.0","Botswana","63"
"1203","CC BY-NC 4.0","Bouvet Island","0"
"1204","CC BY-NC 4.0","Brazil","234000"
"1205","CC BY-NC 4.0","British Indian Ocean Territory","0"
"1206","CC BY-NC 4.0","Brunei Darussalam","10"
"1207","CC BY-NC 4.0","Bulgaria","1600"
"1208","CC BY-NC 4.0","Burkina Faso","44"
"1209","CC BY-NC 4.0","Burundi","6"
"1210","CC BY-NC 4.0","Cambodia","359"
"1211","CC BY-NC 4.0","Cameroon","6"
"1212","CC BY-NC 4.0","Canada","53800"
"1213","CC BY-NC 4.0","Cape Verde","2"
"1214","CC BY-NC 4.0","Cayman Islands","0"
"1215","CC BY-NC 4.0","Central African Republic","0"
"1216","CC BY-NC 4.0","Chad","1"
"1217","CC BY-NC 4.0","Chile","17100"
"1218","CC BY-NC 4.0","China","38500"
"1219","CC BY-NC 4.0","Christmas Island","1"
"1220","CC BY-NC 4.0","Cocos (Keeling) Islands","0"
"1221","CC BY-NC 4.0","Colombia","39200"
"1222","CC BY-NC 4.0","Comoros","0"
"1223","CC BY-NC 4.0","Congo","23"
"1224","CC BY-NC 4.0","Congo, the Democratic Republic of the","18"
"1225","CC BY-NC 4.0","Cook Islands","3"
"1226","CC BY-NC 4.0","Costa Rica","7370"
"1227","CC BY-NC 4.0","Cote D'ivoire","3"
"1228","CC BY-NC 4.0","Croatia (Hrvatska)","6280"
"1229","CC BY-NC 4.0","Cuba","3520"
"1230","CC BY-NC 4.0","Cyprus","2920"
"1231","CC BY-NC 4.0","Czech Republic","8400"
"1232","CC BY-NC 4.0","Denmark","21500"
"1233","CC BY-NC 4.0","Djibouti","0"
"1234","CC BY-NC 4.0","Dominica","0"
"1235","CC BY-NC 4.0","Dominican Republic","147"
"1236","CC BY-NC 4.0","East Timor","0"
"1237","CC BY-NC 4.0","Ecuador","3"
"1238","CC BY-NC 4.0","Egypt","1510"
"1239","CC BY-NC 4.0","El Salvador","179"
"1240","CC BY-NC 4.0","Equatorial Guinea","0"
"1241","CC BY-NC 4.0","Eritrea","0"
"1242","CC BY-NC 4.0","Estonia","712"
"1243","CC BY-NC 4.0","Ethiopia","543"
"1244","CC BY-NC 4.0","European Union","0"
"1245","CC BY-NC 4.0","Falkland Islands (Malvinas)","0"
"1246","CC BY-NC 4.0","Faroe Islands","66"
"1247","CC BY-NC 4.0","Fiji","51"
"1248","CC BY-NC 4.0","Finland","20600"
"1249","CC BY-NC 4.0","France","109000"
"1250","CC BY-NC 4.0","France, Metropolitan","0"
"1251","CC BY-NC 4.0","French Guiana","0"
"1252","CC BY-NC 4.0","French Polynesia","2"
"1253","CC BY-NC 4.0","French Southern Territories","0"
"1254","CC BY-NC 4.0","Gabon","0"
"1255","CC BY-NC 4.0","Gambia","1"
"1256","CC BY-NC 4.0","Georgia","97"
"1257","CC BY-NC 4.0","Germany","207000"
"1258","CC BY-NC 4.0","Ghana","977"
"1259","CC BY-NC 4.0","Gibraltar","3"
"1260","CC BY-NC 4.0","Greece","12700"
"1261","CC BY-NC 4.0","Greenland","10"
"1262","CC BY-NC 4.0","Grenada","2"
"1263","CC BY-NC 4.0","Guadeloupe","0"
"1264","CC BY-NC 4.0","Guam","0"
"1265","CC BY-NC 4.0","Guatemala","2180"
"1266","CC BY-NC 4.0","Guinea","0"
"1267","CC BY-NC 4.0","Guinea-Bissau","2"
"1268","CC BY-NC 4.0","Guyana","2"
"1269","CC BY-NC 4.0","Haiti","4"
"1270","CC BY-NC 4.0","Heard Island and Mcdonald Islands","0"
"1271","CC BY-NC 4.0","Holy See (Vatican City State)","4"
"1272","CC BY-NC 4.0","Honduras","27"
"1273","CC BY-NC 4.0","Hong Kong","18400"
"1274","CC BY-NC 4.0","Hungary","5550"
"1275","CC BY-NC 4.0","Iceland","4670"
"1276","CC BY-NC 4.0","India","25600"
"1277","CC BY-NC 4.0","Indonesia","35900"
"1278","CC BY-NC 4.0","Iran, Islamic Republic of","33100"
"1279","CC BY-NC 4.0","Iraq","2060"
"1280","CC BY-NC 4.0","Ireland","47000"
"1281","CC BY-NC 4.0","Israel","657"
"1282","CC BY-NC 4.0","Italy","48500"
"1283","CC BY-NC 4.0","Jamaica","11"
"1284","CC BY-NC 4.0","Japan","57200"
"1285","CC BY-NC 4.0","Jordan","659"
"1286","CC BY-NC 4.0","Kazakhstan","511"
"1287","CC BY-NC 4.0","Kenya","2490"
"1288","CC BY-NC 4.0","Kiribati","0"
"1289","CC BY-NC 4.0","Korea, Democratic People's Republic of","0"
"1290","CC BY-NC 4.0","Korea, Republic of","132000"
"1291","CC BY-NC 4.0","Kuwait","9"
"1292","CC BY-NC 4.0","Kyrgyzstan","24"
"1293","CC BY-NC 4.0","Lao People's Democratic Republic","0"
"1294","CC BY-NC 4.0","Latvia","572"
"1295","CC BY-NC 4.0","Lebanon","1070"
"1296","CC BY-NC 4.0","Lesotho","2"
"1297","CC BY-NC 4.0","Liberia","654"
"1298","CC BY-NC 4.0","Libyan Arab Jamahiriya","135"
"1299","CC BY-NC 4.0","Liechtenstein","6"
"1300","CC BY-NC 4.0","Lithuania","4580"
"1301","CC BY-NC 4.0","Luxembourg","1260"
"1302","CC BY-NC 4.0","Macao","39"
"1303","CC BY-NC 4.0","Macedonia, the Former Yugosalv Republic of","144"
"1304","CC BY-NC 4.0","Madagascar","9"
"1305","CC BY-NC 4.0","Malawi","49"
"1306","CC BY-NC 4.0","Malaysia","4620"
"1307","CC BY-NC 4.0","Maldives","5"
"1308","CC BY-NC 4.0","Mali","1"
"1309","CC BY-NC 4.0","Malta","485"
"1310","CC BY-NC 4.0","Marshall Islands","0"
"1311","CC BY-NC 4.0","Martinique","0"
"1312","CC BY-NC 4.0","Mauritania","0"
"1313","CC BY-NC 4.0","Mauritius","8"
"1314","CC BY-NC 4.0","Mayotte","0"
"1315","CC BY-NC 4.0","Mexico","29000"
"1316","CC BY-NC 4.0","Micronesia, Federated States of","0"
"1317","CC BY-NC 4.0","Moldova, Republic of","143"
"1318","CC BY-NC 4.0","Monaco","4"
"1319","CC BY-NC 4.0","Mongolia","28"
"1320","CC BY-NC 4.0","Montserrat","0"
"1321","CC BY-NC 4.0","Morocco","206"
"1322","CC BY-NC 4.0","Mozambique","75"
"1323","CC BY-NC 4.0","Myanmar","7"
"1324","CC BY-NC 4.0","Namibia","42"
"1325","CC BY-NC 4.0","Nauru","0"
"1326","CC BY-NC 4.0","Nepal","593"
"1327","CC BY-NC 4.0","Netherlands","62900"
"1328","CC BY-NC 4.0","Netherlands Antilles","0"
"1329","CC BY-NC 4.0","New Caledonia","26"
"1330","CC BY-NC 4.0","New Zealand","8740"
"1331","CC BY-NC 4.0","Nicaragua","16400"
"1332","CC BY-NC 4.0","Niger","7"
"1333","CC BY-NC 4.0","Nigeria","5320"
"1334","CC BY-NC 4.0","Niue","0"
"1335","CC BY-NC 4.0","Norfolk Island","2"
"1336","CC BY-NC 4.0","Northern Mariana Islands","0"
"1337","CC BY-NC 4.0","Norway","21900"
"1338","CC BY-NC 4.0","Oman","59"
"1339","CC BY-NC 4.0","Pakistan","1800"
"1340","CC BY-NC 4.0","Palau","0"
"1341","CC BY-NC 4.0","Palestinian Territory","48"
"1342","CC BY-NC 4.0","Panama","1710"
"1343","CC BY-NC 4.0","Papua New Guinea","9"
"1344","CC BY-NC 4.0","Paraguay","170"
"1345","CC BY-NC 4.0","Peru","19900"
"1346","CC BY-NC 4.0","Philippines","2150"
"1347","CC BY-NC 4.0","Pitcairn","0"
"1348","CC BY-NC 4.0","Poland","57000"
"1349","CC BY-NC 4.0","Portugal","11800"
"1350","CC BY-NC 4.0","Puerto Rico","38"
"1351","CC BY-NC 4.0","Qatar","1830"
"1352","CC BY-NC 4.0","Reunion","8"
"1353","CC BY-NC 4.0","Romania","4010"
"1354","CC BY-NC 4.0","Russian Federation","17700"
"1355","CC BY-NC 4.0","Rwanda","126"
"1356","CC BY-NC 4.0","Saint Helena","10"
"1357","CC BY-NC 4.0","Saint Kitts and Nevis","0"
"1358","CC BY-NC 4.0","Saint Lucia","6"
"1359","CC BY-NC 4.0","Saint Pierre and Miquelon","9"
"1360","CC BY-NC 4.0","Saint Vincent and the Grenadines","1"
"1361","CC BY-NC 4.0","Samoa","33"
"1362","CC BY-NC 4.0","San Marino","1"
"1363","CC BY-NC 4.0","Sao Tome and Principe","4"
"1364","CC BY-NC 4.0","Saudi Arabia","2950"
"1365","CC BY-NC 4.0","Senegal","8"
"1366","CC BY-NC 4.0","Serbia and Montenegro","128000000"
"1367","CC BY-NC 4.0","Seychelles","5"
"1368","CC BY-NC 4.0","Sierra Leone","8"
"1369","CC BY-NC 4.0","Singapore","12900"
"1370","CC BY-NC 4.0","Slovakia","912"
"1371","CC BY-NC 4.0","Slovenia","26600"
"1372","CC BY-NC 4.0","Solomon Islands","1"
"1373","CC BY-NC 4.0","Somalia","147"
"1374","CC BY-NC 4.0","South Africa","11900"
"1375","CC BY-NC 4.0","South Georgia and the South Sandwich Islands","0"
"1376","CC BY-NC 4.0","Spain","153000"
"1377","CC BY-NC 4.0","Sri Lanka","147"
"1378","CC BY-NC 4.0","Sudan","3"
"1379","CC BY-NC 4.0","Suriname","1"
"1380","CC BY-NC 4.0","Svalbard and Jan Mayen","0"
"1381","CC BY-NC 4.0","Swaziland","0"
"1382","CC BY-NC 4.0","Sweden","26300"
"1383","CC BY-NC 4.0","Switzerland","52900"
"1384","CC BY-NC 4.0","Syrian Arab Republic","474"
"1385","CC BY-NC 4.0","Taiwan, Province of China","1910"
"1386","CC BY-NC 4.0","Tajikistan","6"
"1387","CC BY-NC 4.0","Tanzania, United Republic of","136"
"1388","CC BY-NC 4.0","Thailand","2890"
"1389","CC BY-NC 4.0","Togo","2"
"1390","CC BY-NC 4.0","Tokelau","0"
"1391","CC BY-NC 4.0","Tonga","162"
"1392","CC BY-NC 4.0","Trinidad and Tobago","10"
"1393","CC BY-NC 4.0","Tunisia","121"
"1394","CC BY-NC 4.0","Turkey","40900"
"1395","CC BY-NC 4.0","Turkmenistan","1"
"1396","CC BY-NC 4.0","Turks and Caicos Islands","0"
"1397","CC BY-NC 4.0","Tuvalu","0"
"1398","CC BY-NC 4.0","Uganda","584"
"1399","CC BY-NC 4.0","Ukraine","6550"
"1400","CC BY-NC 4.0","United Arab Emirates","593"
"1401","CC BY-NC 4.0","United Kingdom","286000"
"1402","CC BY-NC 4.0","United States","109000000"
"1403","CC BY-NC 4.0","United States Minor Outlying Islands","0"
"1404","CC BY-NC 4.0","Uruguay","649"
"1405","CC BY-NC 4.0","Uzbekistan","114"
"1406","CC BY-NC 4.0","Vanuatu","3"
"1407","CC BY-NC 4.0","Venezuela","3760"
"1408","CC BY-NC 4.0","Vietnam","5"
"1409","CC BY-NC 4.0","Virgin Islands, British","67"
"1410","CC BY-NC 4.0","Virgin Islands, U.S.","518"
"1411","CC BY-NC 4.0","Wallis and Futuna","3"
"1412","CC BY-NC 4.0","Western Sahara","0"
"1413","CC BY-NC 4.0","Yemen","9"
"1414","CC BY-NC 4.0","Yugoslavia","0"
"1415","CC BY-NC 4.0","Zambia","290"
"1416","CC BY-NC 4.0","Zimbabwe","24"
"1417","CC BY-NC-ND 4.0","Afghanistan","198"
"1418","CC BY-NC-ND 4.0","Albania","89"
"1419","CC BY-NC-ND 4.0","Algeria","664"
"1420","CC BY-NC-ND 4.0","American Samoa","0"
"1421","CC BY-NC-ND 4.0","Andorra","3"
"1422","CC BY-NC-ND 4.0","Angola","89"
"1423","CC BY-NC-ND 4.0","Anguilla","0"
"1424","CC BY-NC-ND 4.0","Antarctica","1"
"1425","CC BY-NC-ND 4.0","Antigua and Barbuda","1"
"1426","CC BY-NC-ND 4.0","Argentina","31700"
"1427","CC BY-NC-ND 4.0","Armenia","304"
"1428","CC BY-NC-ND 4.0","Aruba","8"
"1429","CC BY-NC-ND 4.0","Australia","58800"
"1430","CC BY-NC-ND 4.0","Austria","6710"
"1431","CC BY-NC-ND 4.0","Azerbaijan","153"
"1432","CC BY-NC-ND 4.0","Bahamas","1"
"1433","CC BY-NC-ND 4.0","Bahrain","9"
"1434","CC BY-NC-ND 4.0","Bangladesh","451"
"1435","CC BY-NC-ND 4.0","Barbados","6"
"1436","CC BY-NC-ND 4.0","Belarus","68"
"1437","CC BY-NC-ND 4.0","Belgium","21200"
"1438","CC BY-NC-ND 4.0","Belize","4"
"1439","CC BY-NC-ND 4.0","Benin","9"
"1440","CC BY-NC-ND 4.0","Bermuda","2"
"1441","CC BY-NC-ND 4.0","Bhutan","17"
"1442","CC BY-NC-ND 4.0","Bolivia","398"
"1443","CC BY-NC-ND 4.0","Bosnia and Herzegovina","2090"
"1444","CC BY-NC-ND 4.0","Botswana","63"
"1445","CC BY-NC-ND 4.0","Bouvet Island","0"
"1446","CC BY-NC-ND 4.0","Brazil","223000"
"1447","CC BY-NC-ND 4.0","British Indian Ocean Territory","0"
"1448","CC BY-NC-ND 4.0","Brunei Darussalam","10"
"1449","CC BY-NC-ND 4.0","Bulgaria","1590"
"1450","CC BY-NC-ND 4.0","Burkina Faso","43"
"1451","CC BY-NC-ND 4.0","Burundi","5"
"1452","CC BY-NC-ND 4.0","Cambodia","360"
"1453","CC BY-NC-ND 4.0","Cameroon","5"
"1454","CC BY-NC-ND 4.0","Canada","52800"
"1455","CC BY-NC-ND 4.0","Cape Verde","2"
"1456","CC BY-NC-ND 4.0","Cayman Islands","0"
"1457","CC BY-NC-ND 4.0","Central African Republic","0"
"1458","CC BY-NC-ND 4.0","Chad","1"
"1459","CC BY-NC-ND 4.0","Chile","15100"
"1460","CC BY-NC-ND 4.0","China","38200"
"1461","CC BY-NC-ND 4.0","Christmas Island","1"
"1462","CC BY-NC-ND 4.0","Cocos (Keeling) Islands","0"
"1463","CC BY-NC-ND 4.0","Colombia","34900"
"1464","CC BY-NC-ND 4.0","Comoros","0"
"1465","CC BY-NC-ND 4.0","Congo","23"
"1466","CC BY-NC-ND 4.0","Congo, the Democratic Republic of the","18"
"1467","CC BY-NC-ND 4.0","Cook Islands","6"
"1468","CC BY-NC-ND 4.0","Costa Rica","5300"
"1469","CC BY-NC-ND 4.0","Cote D'ivoire","3"
"1470","CC BY-NC-ND 4.0","Croatia (Hrvatska)","6240"
"1471","CC BY-NC-ND 4.0","Cuba","3290"
"1472","CC BY-NC-ND 4.0","Cyprus","2910"
"1473","CC BY-NC-ND 4.0","Czech Republic","7860"
"1474","CC BY-NC-ND 4.0","Denmark","21500"
"1475","CC BY-NC-ND 4.0","Djibouti","0"
"1476","CC BY-NC-ND 4.0","Dominica","0"
"1477","CC BY-NC-ND 4.0","Dominican Republic","143"
"1478","CC BY-NC-ND 4.0","East Timor","0"
"1479","CC BY-NC-ND 4.0","Ecuador","12100"
"1480","CC BY-NC-ND 4.0","Egypt","1510"
"1481","CC BY-NC-ND 4.0","El Salvador","132"
"1482","CC BY-NC-ND 4.0","Equatorial Guinea","0"
"1483","CC BY-NC-ND 4.0","Eritrea","0"
"1484","CC BY-NC-ND 4.0","Estonia","701"
"1485","CC BY-NC-ND 4.0","Ethiopia","547"
"1486","CC BY-NC-ND 4.0","European Union","0"
"1487","CC BY-NC-ND 4.0","Falkland Islands (Malvinas)","0"
