"PLAN_INDEX","TOOL_IDENTIFIER","COUNTRY","COUNT"
"1199","CC BY-NC 4.0","Bhutan","22"
"1200","CC BY-NC 4.0","Bolivia","236"
"1201","CC BY-NC 4.0","Bosnia and Herzegovina","635"
"1202","CC BY-NC 4.0","Botswana","60"
"1203","CC BY-NC 4.0","Bouvet Island","0"
"1204","CC BY-NC 4.0","Brazil","242000"
"1205","CC BY-NC 4.0","British Indian Ocean Territory","0"
"1206","CC BY-NC 4.0","Brunei Darussalam","19"
"1207","CC BY-NC 4.0","Bulgaria","1240"
"1208","CC BY-NC 4.0","Burkina Faso","41"
"1209","CC BY-NC 4.0","Burundi","2"
"1210","CC BY-NC 4.0","Cambodia","328"
"1211","CC BY-NC 4.0","Cameroon","5"
"1212","CC BY-NC 4.0","Canada","57200"
"1213","CC BY-NC 4.0","Cape Verde","3"
"1214","CC BY-NC 4.0","Cayman Islands","0"
"1215","CC BY-NC 4.0","Central African Republic","0"
"1216","CC BY-NC 4.0","Chad","1"
"1217","CC BY-NC 4.0","Chile","4230"
"1218","CC BY-NC 4.0","China","41100"
"1219","CC BY-NC 4.0","Christmas Island","1"
"1220","CC BY-NC 4.0","Cocos (Keeling) Islands","0"
"1221","CC BY-NC 4.0","Colombia","36500"
"1222","CC BY-NC 4.0","Comoros","0"
"1223","CC BY-NC 4.0","Congo","21"
"1224","CC BY-NC 4.0","Congo, the Democratic Republic of the","12"
"1225","CC BY-NC 4.0","Cook Islands","3"
"1226","CC BY-NC 4.0","Costa Rica","5380"
"1227","CC BY-NC 4.0","Cote D'ivoire","2"
"1228","CC BY-NC 4.0","Croatia (Hrvatska)","6560"
"1229","CC BY-NC 4.0","Cuba","4850"
"1230","CC BY-NC 4.0","Cyprus","3440"
"1231","CC BY-NC 4.0","Czech Republic","9440"
"1232","CC BY-NC 4.0","Denmark","23500"
"1233","CC BY-NC 4.0","Djibouti","2"
"1234","CC BY-NC 4.0","Dominica","0"
"1235","CC BY-NC 4.0","Dominican Republic","436"
"1236","CC BY-NC 4.0","East Timor","0"
"1237","CC BY-NC 4.0","Ecuador","25800"
"1238","CC BY-NC 4.0","Egypt","1690"
"1239","CC BY-NC 4.0","El Salvador","180"
"1240","CC BY-NC 4.0","Equatorial Guinea","0"
"1241","CC BY-NC 4.0","Eritrea","0"
"1242","CC BY-NC 4.0","Estonia","959"
"1243","CC BY-NC 4.0","Ethiopia","595"
"1244","CC BY-NC 4.0","European Union","0"
"1245","CC BY-NC 4.0","Falkland Islands (Malvinas)","0"
"1246","CC BY-NC 4.0","Faroe Islands","10"
"1247","CC BY-NC 4.0","Fiji","53"
"1248","CC BY-NC 4.0","Finland","22900"
"1249","CC BY-NC 4.0","France","91000"
"1250","CC BY-NC 4.0","France, Metropolitan","0"
"1251","CC BY-NC 4.0","French Guiana","0"
"1252","CC BY-NC 4.0","French Polynesia","3"
"1253","CC BY-NC 4.0","French Southern Territories","0"
"1254","CC BY-NC 4.0","Gabon","0"
"1255","CC BY-NC 4.0","Gambia","6"
"1256","CC BY-NC 4.0","Georgia","108"
"1257","CC BY-NC 4.0","Germany","216000"
"1258","CC BY-NC 4.0","Ghana","1310"
"1259","CC BY-NC 4.0","Gibraltar","3"
"1260","CC BY-NC 4.0","Greece","6750"
"1261","CC BY-NC 4.0","Greenland","9"
"1262","CC BY-NC 4.0","Grenada","2"
"1263","CC BY-NC 4.0","Guadeloupe","0"
"1264","CC BY-NC 4.0","Guam","0"
"1265","CC BY-NC 4.0","Guatemala","193"
"1266","CC BY-NC 4.0","Guinea","0"
"1267","CC BY-NC 4.0","Guinea-Bissau","2"
"1268","CC BY-NC 4.0","Guyana","2"
"1269","CC BY-NC 4.0","Haiti","4"
"1270","CC BY-NC 4.0","Heard Island and Mcdonald Islands","0"
"1271","CC BY-NC 4.0","Holy See (Vatican City State)","5"
"1272","CC BY-NC 4.0","Honduras","364"
"1273","CC BY-NC 4.0","Hong Kong","21200"
"1274","CC BY-NC 4.0","Hungary","6930"
"1275","CC BY-NC 4.0","Iceland","3080"
"1276","CC BY-NC 4.0","India","28500"
"1277","CC BY-NC 4.0","Indonesia","34800"
"1278","CC BY-NC 4.0","Iran, Islamic Republic of","38900"
"1279","CC BY-NC 4.0","Iraq","3190"
"1280","CC BY-NC 4.0","Ireland","36200"
"1281","CC BY-NC 4.0","Israel","905"
"1282","CC BY-NC 4.0","Italy","51600"
"1283","CC BY-NC 4.0","Jamaica","9"
"1284","CC BY-NC 4.0","Japan","64500"
"1285","CC BY-NC 4.0","Jordan","844"
"1286","CC BY-NC 4.0","Kazakhstan","732"
"1287","CC BY-NC 4.0","Kenya","2430"
"1288","CC BY-NC 4.0","Kiribati","3"
"1289","CC BY-NC 4.0","Korea, Democratic People's Republic of","0"
"1290","CC BY-NC 4.0","Korea, Republic of","137000"
"1291","CC BY-NC 4.0","Kuwait","22"
"1292","CC BY-NC 4.0","Kyrgyzstan","19"
"1293","CC BY-NC 4.0","Lao People's Democratic Republic","0"
"1294","CC BY-NC 4.0","Latvia","580"
"1295","CC BY-NC 4.0","Lebanon","504"
"1296","CC BY-NC 4.0","Lesotho","3"
"1297","CC BY-NC 4.0","Liberia","65"
"1298","CC BY-NC 4.0","Libyan Arab Jamahiriya","253"
"1299","CC BY-NC 4.0","Liechtenstein","15"
"1300","CC BY-NC 4.0","Lithuania","4240"
"1301","CC BY-NC 4.0","Luxembourg","1310"
"1302","CC BY-NC 4.0","Macao","15"
"1303","CC BY-NC 4.0","Macedonia, the Former Yugosalv Republic of","207"
"1304","CC BY-NC 4.0","Madagascar","10"
"1305","CC BY-NC 4.0","Malawi","103"
"1306","CC BY-NC 4.0","Malaysia","4990"
"1307","CC BY-NC 4.0","Maldives","7"
"1308","CC BY-NC 4.0","Mali","1"
"1309","CC BY-NC 4.0","Malta","585"
"1310","CC BY-NC 4.0","Marshall Islands","0"
"1311","CC BY-NC 4.0","Martinique","0"
"1312","CC BY-NC 4.0","Mauritania","0"
"1313","CC BY-NC 4.0","Mauritius","9"
"1314","CC BY-NC 4.0","Mayotte","0"
"1315","CC BY-NC 4.0","Mexico","26600"
"1316","CC BY-NC 4.0","Micronesia, Federated States of","0"
"1317","CC BY-NC 4.0","Moldova, Republic of","92"
"1318","CC BY-NC 4.0","Monaco","3"
"1319","CC BY-NC 4.0","Mongolia","107"
"1320","CC BY-NC 4.0","Montserrat","0"
"1321","CC BY-NC 4.0","Morocco","661"
"1322","CC BY-NC 4.0","Mozambique","86"
"1323","CC BY-NC 4.0","Myanmar","20"
"1324","CC BY-NC 4.0","Namibia","58"
"1325","CC BY-NC 4.0","Nauru","0"
"1326","CC BY-NC 4.0","Nepal","1350"
"1327","CC BY-NC 4.0","Netherlands","66700"
"1328","CC BY-NC 4.0","Netherlands Antilles","0"
"1329","CC BY-NC 4.0","New Caledonia","29"
"1330","CC BY-NC 4.0","New Zealand","11400"
"1331","CC BY-NC 4.0","Nicaragua","18600"
"1332","CC BY-NC 4.0","Niger","6"
"1333","CC BY-NC 4.0","Nigeria","7420"
"1334","CC BY-NC 4.0","Niue","0"
"1335","CC BY-NC 4.0","Norfolk Island","2"
"1336","CC BY-NC 4.0","Northern Mariana Islands","0"
"1337","CC BY-NC 4.0","Norway","22300"
"1338","CC BY-NC 4.0","Oman","109"
"1339","CC BY-NC 4.0","Pakistan","2960"
"1340","CC BY-NC 4.0","Palau","0"
"1341","CC BY-NC 4.0","Palestinian Territory","60"
"1342","CC BY-NC 4.0","Panama","2060"
"1343","CC BY-NC 4.0","Papua New Guinea","9"
"1344","CC BY-NC 4.0","Paraguay","49"
"1345","CC BY-NC 4.0","Peru","23200"
"1346","CC BY-NC 4.0","Philippines","2760"
"1347","CC BY-NC 4.0","Pitcairn","0"
"1348","CC BY-NC 4.0","Poland","57700"
"1349","CC BY-NC 4.0","Portugal","13300"
"1350","CC BY-NC 4.0","Puerto Rico","45"
"1351","CC BY-NC 4.0","Qatar","2030"
"1352","CC BY-NC 4.0","Reunion","13"
"1353","CC BY-NC 4.0","Romania","4260"
"1354","CC BY-NC 4.0","Russian Federation","20800"
"1355","CC BY-NC 4.0","Rwanda","169"
"1356","CC BY-NC 4.0","Saint Helena","8"
"1357","CC BY-NC 4.0","Saint Kitts and Nevis","0"
"1358","CC BY-NC 4.0","Saint Lucia","5"
"1359","CC BY-NC 4.0","Saint Pierre and Miquelon","5"
"1360","CC BY-NC 4.0","Saint Vincent and the Grenadines","1"
"1361","CC BY-NC 4.0","Samoa","5"
"1362","CC BY-NC 4.0","San Marino","1"
"1363","CC BY-NC 4.0","Sao Tome and Principe","8"
"1364","CC BY-NC 4.0","Saudi Arabia","3010"
"1365","CC BY-NC 4.0","Senegal","9"
"1366","CC BY-NC 4.0","Serbia and Montenegro","136000000"
"1367","CC BY-NC 4.0","Seychelles","0"
"1368","CC BY-NC 4.0","Sierra Leone","10"
"1369","CC BY-NC 4.0","Singapore","12700"
"1370","CC BY-NC 4.0","Slovakia","834"
"1371","CC BY-NC 4.0","Slovenia","26800"
"1372","CC BY-NC 4.0","Solomon Islands","2"
"1373","CC BY-NC 4.0","Somalia","183"
"1374","CC BY-NC 4.0","South Africa","13000"
"1375","CC BY-NC 4.0","South Georgia and the South Sandwich Islands","0"
"1376","CC BY-NC 4.0","Spain","95400"
"1377","CC BY-NC 4.0","Sri Lanka","240"
"1378","CC BY-NC 4.0","Sudan","8"
"1379","CC BY-NC 4.0","Suriname","1"
"1380","CC BY-NC 4.0","Svalbard and Jan Mayen","0"
"1381","CC BY-NC 4.0","Swaziland","0"
"1382","CC BY-NC 4.0","Sweden","27100"
"1383","CC BY-NC 4.0","Switzerland","66000"
"1384","CC BY-NC 4.0","Syrian Arab Republic","105"
"1385","CC BY-NC 4.0","Taiwan, Province of China","4730"
"1386","CC BY-NC 4.0","Tajikistan","6"
"1387","CC BY-NC 4.0","Tanzania, United Republic of","258"
"1388","CC BY-NC 4.0","Thailand","3450"
"1389","CC BY-NC 4.0","Togo","2"
"1390","CC BY-NC 4.0","Tokelau","0"
"1391","CC BY-NC 4.0","Tonga","152"
"1392","CC BY-NC 4.0","Trinidad and Tobago","45"
"1393","CC BY-NC 4.0","Tunisia","117"
"1394","CC BY-NC 4.0","Turkey","47300"
"1395","CC BY-NC 4.0","Turkmenistan","6"
"1396","CC BY-NC 4.0","Turks and Caicos Islands","1"
"1397","CC BY-NC 4.0","Tuvalu","0"
"1398","CC BY-NC 4.0","Uganda","796"
"1399","CC BY-NC 4.0","Ukraine","6260"
"1400","CC BY-NC 4.0","United Arab Emirates","776"
"1401","CC BY-NC 4.0","United Kingdom","275000"
"1402","CC BY-NC 4.0","United States","110000000"
"1403","CC BY-NC 4.0","United States Minor Outlying Islands","0"
"1404","CC BY-NC 4.0","Uruguay","2050"
"1405","CC BY-NC 4.0","Uzbekistan","141"
"1406","CC BY-NC 4.0","Vanuatu","1"
"1407","CC BY-NC 4.0","Venezuela","6120"
"1408","CC BY-NC 4.0","Vietnam","27600"
"1409","CC BY-NC 4.0","Virgin Islands, British","71"
"1410","CC BY-NC 4.0","Virgin Islands, U.S.","425"
"1411","CC BY-NC 4.0","Wallis and Futuna","3"
"1412","CC BY-NC 4.0","Western Sahara","0"
"1413","CC BY-NC 4.0","Yemen","100"
"1414","CC BY-NC 4.0","Yugoslavia","0"
"1415","CC BY-NC 4.0","Zambia","51"
"1416","CC BY-NC 4.0","Zimbabwe","56"
"1417","CC BY-NC-ND 4.0","Afghanistan","835"
"1418","CC BY-NC-ND 4.0","Albania","97"
"1419","CC BY-NC-ND 4.0","Algeria","720"
"1420","CC BY-NC-ND 4.0","American Samoa","0"
"1421","CC BY-NC-ND 4.0","Andorra","3"
"1422","CC BY-NC-ND 4.0","Angola","10"
"1423","CC BY-NC-ND 4.0","Anguilla","0"
"1424","CC BY-NC-ND 4.0","Antarctica","1"
"1425","CC BY-NC-ND 4.0","Antigua and Barbuda","0"
"1426","CC BY-NC-ND 4.0","Argentina","30300"
"1427","CC BY-NC-ND 4.0","Armenia","208"
"1428","CC BY-NC-ND 4.0","Aruba","31800"
"1429","CC BY-NC-ND 4.0","Australia","68400"
"1430","CC BY-NC-ND 4.0","Austria","7040"
"1431","CC BY-NC-ND 4.0","Azerbaijan","319"
"1432","CC BY-NC-ND 4.0","Bahamas","3"
"1433","CC BY-NC-ND 4.0","Bahrain","11"
"1434","CC BY-NC-ND 4.0","Bangladesh","361"
"1435","CC BY-NC-ND 4.0","Barbados","3"
"1436","CC BY-NC-ND 4.0","Belarus","82"
"1437","CC BY-NC-ND 4.0","Belgium","20400"
"1438","CC BY-NC-ND 4.0","Belize","3"
"1439","CC BY-NC-ND 4.0","Benin","74"
"1440","CC BY-NC-ND 4.0","Bermuda","2"
"1441","CC BY-NC-ND 4.0","Bhutan","22"
"1442","CC BY-NC-ND 4.0","Bolivia","201"
"1443","CC BY-NC-ND 4.0","Bosnia and Herzegovina","636"
"1444","CC BY-NC-ND 4.0","Botswana","61"
"1445","CC BY-NC-ND 4.0","Bouvet Island","0"
"1446","CC BY-NC-ND 4.0","Brazil","232000"
"1447","CC BY-NC-ND 4.0","British Indian Ocean Territory","0"
"1448","CC BY-NC-ND 4.0","Brunei Darussalam","19"
"1449","CC BY-NC-ND 4.0","Bulgaria","1240"
"1450","CC BY-NC-ND 4.0","Burkina Faso","39"
"1451","CC BY-NC-ND 4.0","Burundi","2"
"1452","CC BY-NC-ND 4.0","Cambodia","326"
"1453","CC BY-NC-ND 4.0","Cameroon","9"
"1454","CC BY-NC-ND 4.0","Canada","55800"
"1455","CC BY-NC-ND 4.0","Cape Verde","3"
"1456","CC BY-NC-ND 4.0","Cayman Islands","0"
"1457","CC BY-NC-ND 4.0","Central African Republic","0"
"1458","CC BY-NC-ND 4.0","Chad","1"
"1459","CC BY-NC-ND 4.0","Chile","3960"
"1460","CC BY-NC-ND 4.0","China","41000"
"1461","CC BY-NC-ND 4.0","Christmas Island","1"
"1462","CC BY-NC-ND 4.0","Cocos (Keeling) Islands","0"
"1463","CC BY-NC-ND 4.0","Colombia","32600"
"1464","CC BY-NC-ND 4.0","Comoros","0"
"1465","CC BY-NC-ND 4.0","Congo","21"
"1466","CC BY-NC-ND 4.0","Congo, the Democratic Republic of the","12"
"1467","CC BY-NC-ND 4.0","Cook Islands","7"
"1468","CC BY-NC-ND 4.0","Costa Rica","3950"
"1469","CC BY-NC-ND 4.0","Cote D'ivoire","2"
"1470","CC BY-NC-ND 4.0","Croatia (Hrvatska)","6520"
"1471","CC BY-NC-ND 4.0","Cuba","4500"
"1472","CC BY-NC-ND 4.0","Cyprus","7"
"1473","CC BY-NC-ND 4.0","Czech Republic","9220"
"1474","CC BY-NC-ND 4.0","Denmark","23600"
"1475","CC BY-NC-ND 4.0","Djibouti","2"
"1476","CC BY-NC-ND 4.0","Dominica","0"
"1477","CC BY-NC-ND 4.0","Dominican Republic","226"
"1478","CC BY-NC-ND 4.0","East Timor","0"
"1479","CC BY-NC-ND 4.0","Ecuador","12900"
"1480","CC BY-NC-ND 4.0","Egypt","1670"
"1481","CC BY-NC-ND 4.0","El Salvador","135"
"1482","CC BY-NC-ND 4.0","Equatorial Guinea","0"
"1483","CC BY-NC-ND 4.0","Eritrea","0"
"1484","CC BY-NC-ND 4.0","Estonia","944"
"1485","CC BY-NC-ND 4.0","Ethiopia","612"
"1486","CC BY-NC-ND 4.0","European Union","0"
"1487","CC BY-NC-ND 4.0","Falkland Islands (Malvinas)","0"
