,location,dates,license,description,tags,views,comments
259,,2019-08-19 19:55:07,1.0,,[],27.0,0.0
260,,2019-07-24 09:28:52,1.0,Pattern by Anneknitty,[],36.0,0.0
261,,2019-07-30 22:46:05,1.0,,[],2.0,0.0
262,,2019-08-17 10:07:14,1.0,Manual de Plantas de Costa Rica. Testigo: Hammel et al. 27687 (cult.y escapada a la par del camino)          ,[],68.0,0.0
263,,2019-08-18 05:00:54,1.0,"Ready Steady Tokyo - 2019 Olympic Test Event, Enoshima, Japan","['2019', 'Day 2', 'Enhoshima', 'Finn', 'Olympic Test Event', 'Olympics', 'Ready Steady Tokyo', 'Tokyo']",117.0,0.0
264,Rio de Janeiro,2019-08-16 08:43:13,1.0,,"['landscape', 'mountains', 'sky', 'clouds', 'daylight']",397.0,1.0
265,,2019-06-22 22:58:42,1.0,,"['Milan', 'Milano', 'Firenze', 'Florence']",27.0,0.0
266,"Paris, France",2019-08-09 11:00:03,1.0,"San Gimignano, Toscane ; Florence 2019.","['Italie', 'Florence', 'Firenze Toscane', 'Tuscany']",19.0,0.0
267,,2019-08-10 15:49:50,1.0,Merci à lui d'avoir posé sans le savoir pour créer cette poésie,"['N&B', 'Noir', 'et', 'blanc', 'Bre', 'bretagne', 'finistère', '29', 'brittany']",34.0,0.0
268,,2019-08-15 21:40:59,1.0,"View on Instagram <a href=""https://ift.tt/2OYMbEV"" rel=""noreferrer nofollow"">ift.tt/2OYMbEV</a>","['Instagram', 'IFTTT']",23.0,0.0
269,,2019-08-27 11:55:30,1.0,"Go to <a href=""http://archive.org/stream/americanjournalo161philuoft#page/716/mode/2up"" rel=""noreferrer nofollow""><b>Page 716</b></a> in the Internet Archive
 <b>Title:</b> The American journal of the medical sciences, n.s. 161, (1921)
<b>Publisher:</b> Philadelphia Lea &amp; Febiger [etc.]
<b>Sponsor:</b> University of Toronto
<b>Contributor:</b> Gerstein - University of Toronto
<b>Date:</b> 1921
<b>Vol:</b> n.s. 161, (1921)
<b>Language:</b> eng
<b>Description:</b>  Some vols. accompanied by supplements
 14 61
 14

If you have questions concerning reproductions, please contact the <a href=""http://www.medicalheritage.org/talk-to-us"" rel=""noreferrer nofollow""><b>Contributing Library</b>.</a>

<i>Note: The colors, contrast and appearance of these illustrations are unlikely to be true to life. They are derived from scanned images that have been enhanced for machine interpretation and have been altered from their originals.</i>

 Read/Download from the <a href=""http://archive.org/details/americanjournalo161philuoft"" rel=""noreferrer nofollow""><b>Internet Archive</b></a>

<a href=""http://www.flickr.com/photos/tags/idamericanjournalo161philuoft"">See all images from this book</a>
<a href=""http://www.flickr.com/photos/97306593@N02/tags/date1921"">See all MHL images published in the same year</a>","['Medicine', 'gerstein', 'toronto', 'medicalheritagelibrary', 'date1921', 'idamericanjournalo161philuoft']",2.0,0.0
270,,2019-08-27 11:51:09,1.0,"Go to <a href=""http://archive.org/stream/americanjournalo160philuoft#page/318/mode/2up"" rel=""noreferrer nofollow""><b>Page 318</b></a> in the Internet Archive
 <b>Title:</b> The American journal of the medical sciences, n.s. 160, (1920)
<b>Publisher:</b> Philadelphia Lea &amp; Febiger [etc.]
<b>Sponsor:</b> University of Toronto
<b>Contributor:</b> Gerstein - University of Toronto
<b>Date:</b> 1920
<b>Vol:</b> n.s. 160, (1920)
<b>Language:</b> eng
<b>Description:</b>  Some vols. accompanied by supplements
 14 61
 14

If you have questions concerning reproductions, please contact the <a href=""http://www.medicalheritage.org/talk-to-us"" rel=""noreferrer nofollow""><b>Contributing Library</b>.</a>

<i>Note: The colors, contrast and appearance of these illustrations are unlikely to be true to life. They are derived from scanned images that have been enhanced for machine interpretation and have been altered from their originals.</i>

 Read/Download from the <a href=""http://archive.org/details/americanjournalo160philuoft"" rel=""noreferrer nofollow""><b>Internet Archive</b></a>

<a href=""http://www.flickr.com/photos/tags/idamericanjournalo160philuoft"">See all images from this book</a>
<a href=""http://www.flickr.com/photos/97306593@N02/tags/date1920"">See all MHL images published in the same year</a>","['Medicine', 'gerstein', 'toronto', 'medicalheritagelibrary', 'date1920', 'idamericanjournalo160philuoft']",9.0,0.0
271,,2019-08-27 11:02:16,1.0,"Go to <a href=""http://archive.org/stream/b31344987#page/369/mode/2up"" rel=""noreferrer nofollow""><b>Page 369</b></a> in the Internet Archive
 <b>Title:</b> Diseases of the nervous system : a text-book of neurology and psychiatry
<b>Creator:</b> Jelliffe, Smith Ely, 1866-1945
<b>Publisher:</b> London : H.K. Lewis
<b>Sponsor:</b> Wellcome Library
<b>Contributor:</b> Wellcome Library
<b>Date:</b> 1929
<b>Language:</b> eng
<b>Description:</b>  xx, 1174 pages, 13 leaves of plates : 24 cm
 Includes index

If you have questions concerning reproductions, please contact the <a href=""http://www.medicalheritage.org/talk-to-us"" rel=""noreferrer nofollow""><b>Contributing Library</b>.</a>

<i>Note: The colors, contrast and appearance of these illustrations are unlikely to be true to life. They are derived from scanned images that have been enhanced for machine interpretation and have been altered from their originals.</i>

 Read/Download from the <a href=""http://archive.org/details/b31344987"" rel=""noreferrer nofollow""><b>Internet Archive</b></a>

<a href=""http://www.flickr.com/photos/tags/idb31344987"">See all images from this book</a>
<a href=""http://www.flickr.com/photos/97306593@N02/tags/date1929"">See all MHL images published in the same year</a>
<a href=""http://www.flickr.com/photos/tags/wellcomelibrary"">See all images from Wellcome Library</a>","['Nervous', 'System', 'Diseases', 'wellcomelibrary', 'ukmhl', 'medicalheritagelibrary', 'europeanlibraries', 'date1929', 'idb31344987']",4.0,0.0
272,,2019-08-27 10:41:20,1.0,"Go to the <a href=""http://archive.org/stream/aftertreatmentof02bartuoft/mode/2up"" rel=""noreferrer nofollow""><b>Book with image</b></a> in the Internet Archive
 <b>Title:</b> The after-treatment of surgical patients, 2
<b>Creator:</b> Bartlett, Willard
<b>Publisher:</b> St. Louis, Mosby
<b>Sponsor:</b> MSN
<b>Contributor:</b> Gerstein - University of Toronto
<b>Date:</b> 1921
<b>Vol:</b> 2
<b>Language:</b> eng
 14

If you have questions concerning reproductions, please contact the <a href=""http://www.medicalheritage.org/talk-to-us"" rel=""noreferrer nofollow""><b>Contributing Library</b>.</a>

<i>Note: The colors, contrast and appearance of these illustrations are unlikely to be true to life. They are derived from scanned images that have been enhanced for machine interpretation and have been altered from their originals.</i>

 Read/Download from the <a href=""http://archive.org/details/aftertreatmentof02bartuoft"" rel=""noreferrer nofollow""><b>Internet Archive</b></a>

<a href=""http://www.flickr.com/photos/tags/idaftertreatmentof02bartuoft"">See all images from this book</a>
<a href=""http://www.flickr.com/photos/97306593@N02/tags/date1921"">See all MHL images published in the same year</a>","['Operations', 'Surgical', 'gerstein', 'toronto', 'medicalheritagelibrary', 'date1921', 'idaftertreatmentof02bartuoft']",7.0,0.0
273,,2019-08-27 10:34:47,1.0,"Go to <a href=""http://archive.org/stream/b30624009#page/11/mode/2up"" rel=""noreferrer nofollow""><b>Page 11</b></a> in the Internet Archive
 <b>Title:</b> Trephination of the living human skull in prehistoric times
<b>Creator:</b> Parry, T. Wilson (Thomas Wilson), 1866-1945
<b>Publisher:</b> [Place of publication not identified] : [publisher not identified]
<b>Sponsor:</b> Wellcome Library
<b>Contributor:</b> Wellcome Library
<b>Date:</b> 1923
<b>Language:</b> eng
 From: British Medical Journal, 1923

If you have questions concerning reproductions, please contact the <a href=""http://www.medicalheritage.org/talk-to-us"" rel=""noreferrer nofollow""><b>Contributing Library</b>.</a>

<i>Note: The colors, contrast and appearance of these illustrations are unlikely to be true to life. They are derived from scanned images that have been enhanced for machine interpretation and have been altered from their originals.</i>

 Read/Download from the <a href=""http://archive.org/details/b30624009"" rel=""noreferrer nofollow""><b>Internet Archive</b></a>

<a href=""http://www.flickr.com/photos/tags/idb30624009"">See all images from this book</a>
<a href=""http://www.flickr.com/photos/97306593@N02/tags/date1923"">See all MHL images published in the same year</a>
<a href=""http://www.flickr.com/photos/tags/wellcomelibrary"">See all images from Wellcome Library</a>","['wellcomelibrary', 'ukmhl', 'medicalheritagelibrary', 'europeanlibraries', 'date1923', 'idb30624009']",6.0,0.0
274,,2019-08-27 10:34:30,1.0,"Go to <a href=""http://archive.org/stream/aftertreatmentof02bart#page/856/mode/2up"" rel=""noreferrer nofollow""><b>Page 856</b></a> in the Internet Archive
 <b>Title:</b> The after-treatment of surgical patients, v.2
<b>Creator:</b> Bartlett, Willard, 1868-1950
<b>Publisher:</b> St. Louis, C. V. Mosby company
<b>Sponsor:</b> Open Knowledge Commons
<b>Contributor:</b> Columbia University Libraries
<b>Date:</b> 1920
<b>Vol:</b> v.2
<b>Language:</b> eng
<b>Description:</b>  Paged continuously
 Contains bibliographies

If you have questions concerning reproductions, please contact the <a href=""http://www.medicalheritage.org/talk-to-us"" rel=""noreferrer nofollow""><b>Contributing Library</b>.</a>

<i>Note: The colors, contrast and appearance of these illustrations are unlikely to be true to life. They are derived from scanned images that have been enhanced for machine interpretation and have been altered from their originals.</i>

 Read/Download from the <a href=""http://archive.org/details/aftertreatmentof02bart"" rel=""noreferrer nofollow""><b>Internet Archive</b></a>

<a href=""http://www.flickr.com/photos/tags/idaftertreatmentof02bart"">See all images from this book</a>
<a href=""http://www.flickr.com/photos/97306593@N02/tags/date1920"">See all MHL images published in the same year</a>
<a href=""http://www.flickr.com/photos/tags/ColumbiaUniversityLibraries"">See all images from Columbia University Libraries</a>","['Postoperative', 'Care', 'columbialongmhl', 'medicalheritagelibrary', 'ColumbiaUniversityLibraries', 'americana', 'date1920', 'idaftertreatmentof02bart']",11.0,0.0
275,,2019-08-27 10:13:32,1.0,"Go to <a href=""http://archive.org/stream/b29717711#page/35/mode/2up"" rel=""noreferrer nofollow""><b>Page 35</b></a> in the Internet Archive
 <b>Title:</b> [Report 1926]
<b>Creator:</b> Lancashire (England). County Council. n 50077902
<b>Publisher:</b>
<b>Sponsor:</b> Wellcome Library
<b>Contributor:</b> Wellcome Library
<b>Date:</b> 1926
<b>Language:</b> eng

If you have questions concerning reproductions, please contact the <a href=""http://www.medicalheritage.org/talk-to-us"" rel=""noreferrer nofollow""><b>Contributing Library</b>.</a>

<i>Note: The colors, contrast and appearance of these illustrations are unlikely to be true to life. They are derived from scanned images that have been enhanced for machine interpretation and have been altered from their originals.</i>

 Read/Download from the <a href=""http://archive.org/details/b29717711"" rel=""noreferrer nofollow""><b>Internet Archive</b></a>

<a href=""http://www.flickr.com/photos/tags/idb29717711"">See all images from this book</a>
<a href=""http://www.flickr.com/photos/97306593@N02/tags/date1926"">See all MHL images published in the same year</a>
<a href=""http://www.flickr.com/photos/tags/wellcomelibrary"">See all images from Wellcome Library</a>","['Disease', 'Outbreaks', 'Public', 'Health', 'Sanitation', 'Water', 'Supply', 'medicalofficerofhealthreports', 'wellcomelibrary', 'ukmhl', 'medicalheritagelibrary', 'europeanlibraries', 'date1926', 'idb29717711']",3.0,0.0
276,,2019-08-27 04:12:22,1.0,"Go to <a href=""http://archive.org/stream/BIUSante_132568x39x01#page/n29/mode/2up"" rel=""noreferrer nofollow""><b>Page with image</b></a> in the Internet Archive
 <b>Title:</b> Titres et travaux scientifiques
<b>Creator:</b> Chauvin, E
<b>Publisher:</b> Paris : Impr. LevÃ©
<b>Sponsor:</b>
<b>Contributor:</b> &lt;a href=&quot;https://archive.org/details/bibliothequeinteruniversitairedesante&quot; rel=&quot;nofollow&quot;&gt;Bibliothèque interuniversitaire de santé (Paris)&lt;/a&gt;
<b>Date:</b> 1920
<b>Language:</b> French
 Available at the Bibliothèque interuniversitaire de santé (Paris).&lt;br /&gt;&lt;br /&gt;See this resource in Medica digital library : &lt;a href=&quot;http://www.biusante.parisdescartes.fr/histmed/medica/cote?132568x39x01&quot; rel=&quot;nofollow&quot;&gt;132568x39x01&lt;/a&gt;.

If you have questions concerning reproductions, please contact the <a href=""http://www.medicalheritage.org/talk-to-us"" rel=""noreferrer nofollow""><b>Contributing Library</b>.</a>

<i>Note: The colors, contrast and appearance of these illustrations are unlikely to be true to life. They are derived from scanned images that have been enhanced for machine interpretation and have been altered from their originals.</i>

 Read/Download from the <a href=""http://archive.org/details/BIUSante_132568x39x01"" rel=""noreferrer nofollow""><b>Internet Archive</b></a>

<a href=""http://www.flickr.com/photos/tags/idBIUSante_132568x39x01"">See all images from this book</a>
<a href=""http://www.flickr.com/photos/97306593@N02/tags/date1920"">See all MHL images published in the same year</a>","['Titres', 'et', 'travaux', 'scientifiques', 'bibliothequeinteruniversitairedesante', 'medicalheritagelibrary', 'additional_collections', 'date1920', 'idBIUSante_132568x39x01']",1.0,0.0
277,,2019-08-26 23:54:43,1.0,"Go to <a href=""http://archive.org/stream/BIUSante_111502x1926x62#page/n262/mode/2up"" rel=""noreferrer nofollow""><b>Page with image</b></a> in the Internet Archive
 <b>Title:</b> Paris mÃÂ©dical : la semaine du clinicien, 1926, nÂ° 62, partie paramÃ©dicale
<b>Publisher:</b> Paris : J.-B. BailliÃ¨re et fils
<b>Sponsor:</b>
<b>Contributor:</b> &lt;a href=&quot;https://archive.org/details/bibliothequeinteruniversitairedesante&quot; rel=&quot;nofollow&quot;&gt;Bibliothèque interuniversitaire de santé (Paris)&lt;/a&gt;
<b>Date:</b> 1926
<b>Vol:</b> 1926, nÂ° 62, partie paramÃ©dicale
<b>Language:</b> French
 Available at the Bibliothèque interuniversitaire de santé (Paris).&lt;br /&gt;&lt;br /&gt;See this resource in Medica digital library : &lt;a href=&quot;http://www.biusante.parisdescartes.fr/histmed/medica/cote?111502x1926x62&quot; rel=&quot;nofollow&quot;&gt;111502x1926x62&lt;/a&gt;.

If you have questions concerning reproductions, please contact the <a href=""http://www.medicalheritage.org/talk-to-us"" rel=""noreferrer nofollow""><b>Contributing Library</b>.</a>

<i>Note: The colors, contrast and appearance of these illustrations are unlikely to be true to life. They are derived from scanned images that have been enhanced for machine interpretation and have been altered from their originals.</i>

 Read/Download from the <a href=""http://archive.org/details/BIUSante_111502x1926x62"" rel=""noreferrer nofollow""><b>Internet Archive</b></a>

<a href=""http://www.flickr.com/photos/tags/idBIUSante_111502x1926x62"">See all images from this book</a>
<a href=""http://www.flickr.com/photos/97306593@N02/tags/date1926"">See all MHL images published in the same year</a>","['Paris', 'mÃ©dical', '(1911-1945)', 'bibliothequeinteruniversitairedesante', 'medicalheritagelibrary', 'additional_collections', 'date1926', 'idBIUSante_111502x1926x62']",3.0,0.0
278,,2019-08-26 22:43:38,1.0,"Go to <a href=""http://archive.org/stream/BIUSante_111502x1925x56#page/n937/mode/2up"" rel=""noreferrer nofollow""><b>Page with image</b></a> in the Internet Archive
 <b>Title:</b> Paris mÃÂ©dical : la semaine du clinicien, 1925, nÂ° 56, partie paramÃ©dicale
<b>Publisher:</b> Paris : J.-B. BailliÃ¨re et fils
<b>Sponsor:</b>
<b>Contributor:</b> &lt;a href=&quot;https://archive.org/details/bibliothequeinteruniversitairedesante&quot; rel=&quot;nofollow&quot;&gt;Bibliothèque interuniversitaire de santé (Paris)&lt;/a&gt;
<b>Date:</b> 1925
<b>Vol:</b> 1925, nÂ° 56, partie paramÃ©dicale
<b>Language:</b> French
 Available at the Bibliothèque interuniversitaire de santé (Paris).&lt;br /&gt;&lt;br /&gt;See this resource in Medica digital library : &lt;a href=&quot;http://www.biusante.parisdescartes.fr/histmed/medica/cote?111502x1925x56&quot; rel=&quot;nofollow&quot;&gt;111502x1925x56&lt;/a&gt;.

If you have questions concerning reproductions, please contact the <a href=""http://www.medicalheritage.org/talk-to-us"" rel=""noreferrer nofollow""><b>Contributing Library</b>.</a>

<i>Note: The colors, contrast and appearance of these illustrations are unlikely to be true to life. They are derived from scanned images that have been enhanced for machine interpretation and have been altered from their originals.</i>

 Read/Download from the <a href=""http://archive.org/details/BIUSante_111502x1925x56"" rel=""noreferrer nofollow""><b>Internet Archive</b></a>

<a href=""http://www.flickr.com/photos/tags/idBIUSante_111502x1925x56"">See all images from this book</a>
<a href=""http://www.flickr.com/photos/97306593@N02/tags/date1925"">See all MHL images published in the same year</a>","['Paris', 'mÃ©dical', '(1911-1945)', 'bibliothequeinteruniversitairedesante', 'medicalheritagelibrary', 'additional_collections', 'date1925', 'idBIUSante_111502x1925x56']",2.0,0.0
279,,2019-08-26 21:22:00,1.0,"Go to <a href=""http://archive.org/stream/BIUSante_111502x1921x42#page/n2/mode/2up"" rel=""noreferrer nofollow""><b>Page with image</b></a> in the Internet Archive
 <b>Title:</b> Paris mÃÂ©dical : la semaine du clinicien, 1921, nÂ° 42, partie paramÃ©dicale
<b>Publisher:</b> Paris : J.-B. BailliÃ¨re et fils
<b>Sponsor:</b>
<b>Contributor:</b> &lt;a href=&quot;https://archive.org/details/bibliothequeinteruniversitairedesante&quot; rel=&quot;nofollow&quot;&gt;Bibliothèque interuniversitaire de santé (Paris)&lt;/a&gt;
<b>Date:</b> 1921
<b>Vol:</b> 1921, nÂ° 42, partie paramÃ©dicale
<b>Language:</b> French
 Available at the Bibliothèque interuniversitaire de santé (Paris).&lt;br /&gt;&lt;br /&gt;See this resource in Medica digital library : &lt;a href=&quot;http://www.biusante.parisdescartes.fr/histmed/medica/cote?111502x1921x42&quot; rel=&quot;nofollow&quot;&gt;111502x1921x42&lt;/a&gt;.

If you have questions concerning reproductions, please contact the <a href=""http://www.medicalheritage.org/talk-to-us"" rel=""noreferrer nofollow""><b>Contributing Library</b>.</a>

<i>Note: The colors, contrast and appearance of these illustrations are unlikely to be true to life. They are derived from scanned images that have been enhanced for machine interpretation and have been altered from their originals.</i>

 Read/Download from the <a href=""http://archive.org/details/BIUSante_111502x1921x42"" rel=""noreferrer nofollow""><b>Internet Archive</b></a>

<a href=""http://www.flickr.com/photos/tags/idBIUSante_111502x1921x42"">See all images from this book</a>
<a href=""http://www.flickr.com/photos/97306593@N02/tags/date1921"">See all MHL images published in the same year</a>","['Paris', 'mÃ©dical', '(1911-1945)', 'bibliothequeinteruniversitairedesante', 'medicalheritagelibrary', 'additional_collections', 'date1921', 'idBIUSante_111502x1921x42']",5.0,0.0
280,,2019-08-26 19:42:58,1.0,"Go to <a href=""http://archive.org/stream/BIUSante_110133x167x07#page/n28/mode/2up"" rel=""noreferrer nofollow""><b>Page with image</b></a> in the Internet Archive
 <b>Title:</b> ExposÃÂ© des titres et travaux scientifiques
<b>Creator:</b> LÃ©vy - Valensi, Joseph
<b>Publisher:</b> Paris, Libr. J.-B. BailliÃ¨re et fils
<b>Sponsor:</b>
<b>Contributor:</b> &lt;a href=&quot;https://archive.org/details/bibliothequeinteruniversitairedesante&quot; rel=&quot;nofollow&quot;&gt;Bibliothèque interuniversitaire de santé (Paris)&lt;/a&gt;
<b>Date:</b> 1929
<b>Language:</b> French
 Available at the Bibliothèque interuniversitaire de santé (Paris).&lt;br /&gt;&lt;br /&gt;See this resource in Medica digital library : &lt;a href=&quot;http://www.biusante.parisdescartes.fr/histmed/medica/cote?110133x167x07&quot; rel=&quot;nofollow&quot;&gt;110133x167x07&lt;/a&gt;.

If you have questions concerning reproductions, please contact the <a href=""http://www.medicalheritage.org/talk-to-us"" rel=""noreferrer nofollow""><b>Contributing Library</b>.</a>

<i>Note: The colors, contrast and appearance of these illustrations are unlikely to be true to life. They are derived from scanned images that have been enhanced for machine interpretation and have been altered from their originals.</i>

 Read/Download from the <a href=""http://archive.org/details/BIUSante_110133x167x07"" rel=""noreferrer nofollow""><b>Internet Archive</b></a>

<a href=""http://www.flickr.com/photos/tags/idBIUSante_110133x167x07"">See all images from this book</a>
<a href=""http://www.flickr.com/photos/97306593@N02/tags/date1929"">See all MHL images published in the same year</a>","['Titres', 'et', 'travaux', 'scientifiques', 'bibliothequeinteruniversitairedesante', 'medicalheritagelibrary', 'additional_collections', 'date1929', 'idBIUSante_110133x167x07']",3.0,0.0
281,,2019-08-16 21:07:36,1.0,,[],47.0,0.0
282,,2019-08-26 13:59:32,1.0,"Go to <a href=""http://archive.org/stream/BIUSante_100129x1926#page/n129/mode/2up"" rel=""noreferrer nofollow""><b>Page with image</b></a> in the Internet Archive
 <b>Title:</b> L'informateur mÃÂ©dical, 5Ã¨me annÃ©e
<b>Publisher:</b> Paris : [s.n.]
<b>Sponsor:</b>
<b>Contributor:</b> &lt;a href=&quot;https://archive.org/details/bibliothequeinteruniversitairedesante&quot; rel=&quot;nofollow&quot;&gt;Bibliothèque interuniversitaire de santé (Paris)&lt;/a&gt;
<b>Date:</b> 1926
<b>Vol:</b> 5Ã¨me annÃ©e
<b>Language:</b> French
 Available at the Bibliothèque interuniversitaire de santé (Paris).&lt;br /&gt;&lt;br /&gt;See this resource in Medica digital library : &lt;a href=&quot;http://www.biusante.parisdescartes.fr/histmed/medica/cote?100129x1926&quot; rel=&quot;nofollow&quot;&gt;100129x1926&lt;/a&gt;.

If you have questions concerning reproductions, please contact the <a href=""http://www.medicalheritage.org/talk-to-us"" rel=""noreferrer nofollow""><b>Contributing Library</b>.</a>

<i>Note: The colors, contrast and appearance of these illustrations are unlikely to be true to life. They are derived from scanned images that have been enhanced for machine interpretation and have been altered from their originals.</i>

 Read/Download from the <a href=""http://archive.org/details/BIUSante_100129x1926"" rel=""noreferrer nofollow""><b>Internet Archive</b></a>

<a href=""http://www.flickr.com/photos/tags/idBIUSante_100129x1926"">See all images from this book</a>
<a href=""http://www.flickr.com/photos/97306593@N02/tags/date1926"">See all MHL images published in the same year</a>","['medicalheritagelibrary', 'bibliothequeinteruniversitairedesante', 'additional_collections', 'date1926', 'idBIUSante_100129x1926']",2.0,0.0
283,,2019-08-17 11:04:37,1.0,,"['Railway', 'Touring', 'Company', 'RTC']",15.0,0.0
284,,2019-08-26 09:10:50,1.0,,[],159.0,0.0
285,"Tokyo, Japan",2019-08-25 19:02:36,1.0,,[],34.0,0.0
286,"Solon Springs Wisconsin, USA",2019-08-12 12:39:51,1.0,,[],41.0,0.0
287,"Solon Springs Wisconsin, USA",2019-08-12 12:47:12,1.0,,[],32.0,0.0
288,,2019-08-26 08:10:02,1.0,,"['Cergy-France-Étangs-de-Cergy-Neuville-sur-Oise', 'canard-colvert-mallard-wild-duck-pato-real']",194.0,0.0
289,,2019-08-26 11:56:49,1.0,"<a href=""http://www.oxonraces.com/photos/download.php?myidlc=2019-08-26-helmdon-brackley&amp;frameid=0350"" rel=""noreferrer nofollow"">Click here if you wish to download a hi-res version of this photo</a>. If you put a photo somewhere public, please add the credit <em>Photo by Barry Cornelius</em>.  <a href=""http://www.oxonraces.com/photos/2019-08-26-helmdon-brackley/"" rel=""noreferrer nofollow"">Click here for more photos of the 2019 Helmdon Hurler</a>.","['2019', 'Helmdon Hurler', 'Helmdon (Brackley)', '3.45M', 'Barry Cornelius', 'oxonraces']",53.0,0.0
290,,2019-08-25 20:13:01,1.0,,[],14.0,0.0
291,,2015-05-01 10:44:15,1.0,,"['Vueling', 'Airlines', 'EC-LRN', 'Airbus', 'A320-214', 'cn/3995', 'reg', 'OE-IZT', 'easyJet', 'Europe', '17', 'Jan', '2018', 'LFPO', 'ORY', '01-05-2015']",419.0,0.0
292,Brasil,2019-08-23 18:50:22,1.0,Foto: Mídia NINJA,['Amarelo'],175.0,0.0
293,,2019-08-24 09:05:20,1.0,                               ,[],190.0,0.0
294,,2019-08-23 15:09:25,1.0,"A cidade de Ceilândia recebeu nesta sexta-feira, 23/8, o Maria da Penha Vai até Você, evento que reuniu diversas instituições e órgãos públicos no Centro da localidade, com o intuito de levar até a população informações sobre a Lei Maria da Penha, num esforço concentrado para mobilização e sensibilização para a causa da violência doméstica e familiar contra a mulher. De acordo com a coordenação do Núcleo Judiciário da Mulher – NJM, setor responsável pela organização da atividade, cerca de 1500 pessoas passaram pelo evento.

Fotos: Daniel Coelho Moutinho",[],96.0,0.0
295,United States,2019-07-08 10:00:59,1.0,Exploring the destroyed village of Remenauville. The village was on the front lines starting in September 1914 and was completely destroyed by the end of the war. It was decided in 1921 not to rebuild the village.,"['Remenauville', 'France']",49.0,0.0
296,,2011-02-15 14:45:25,1.0,,[],2.0,0.0
297,"Rimini, Italia",2019-08-23 12:44:01,1.0,,[],124.0,0.0
298,,2019-07-29 14:51:42,1.0,,[],47.0,0.0
299,,2019-07-30 12:45:47,1.0,,[],53.0,0.0
300,"Budapest, Hungary",2019-08-18 13:07:07,1.0,,"['Belin', 'Germany']",50.0,0.0
301,"Groningen, The Netherlands",2019-08-22 13:20:38,1.0,,[],415.0,0.0
302,"Groningen, The Netherlands",2019-08-22 10:08:49,1.0,          ,[],183.0,0.0
303,,2019-08-11 16:23:04,1.0,                               ,"['auch', 'Francia']",16.0,0.0
304,"Port Moody, Canada",2019-08-21 20:25:29,1.0,,[],29.0,0.0
305,台北市,2019-07-07 10:36:37,1.0,,[],28.0,0.0
306,,2019-08-22 09:44:31,1.0,                               ,[],4.0,0.0
307,,2019-07-04 18:05:30,1.0,,"['ocean', 'beach', 'boogie board', '2019', 'July 2019', 'Violet', 'Dylan S.', 'Higgins Beach', 'Maine', 'Gabriella', 'AF-S DX VR Nikkor 55-300mm 4.5-5.6G ED']",1149.0,0.0
308,,2019-07-17 10:50:42,1.0,,[],33.0,0.0
309,,2019-08-18 09:58:49,1.0,,[],27.0,0.0
310,,2019-08-18 06:24:22,1.0,,[],42.0,0.0
311,,2019-08-17 08:01:01,1.0,,[],4.0,0.0
312,"Hortolândia, Brasil",2019-07-27 19:15:40,1.0,"Empoderamento Político das Mulheres, com Matilde Ribeiro, parceria com o Ponto de Cultura Caminhos, de Hortolândia, em 27-07-2019, em homenagem a Tereza de Benguela e o Dias Nacional da Mulher Negra","['Empoderamento', 'mulheres', 'Ana', 'Perugini', 'deputada', 'negras', 'Tereza', 'de', 'Benguela', 'Hortolândia']",73.0,0.0
313,,2019-08-20 13:40:14,1.0,,[],64.0,0.0
314,"Maceió, Brasil",2019-08-17 10:00:23,1.0,,[],11.0,0.0
315,,2019-06-08 10:31:20,1.0,,"['3rd', 'Criterium', 'E1', 'J-Elite Tour', 'JBCF', 'Nasushiobara', '第３回JBCF那須塩原クリテリウム']",11.0,0.0
316,"Villeurbanne, FRANCE",2019-07-21 10:31:10,1.0,,"[""Basilique Notre-Dame d'Orcival"", 'Basilique', 'Notre-Dame', 'Orcival', 'église', 'roman', 'auvergne', 'france']",213.0,1.0
317,,2019-08-17 19:17:07,1.0,,['westvirginia'],14.0,0.0
318,,2019-08-19 10:22:38,1.0,,[],52.0,0.0
319,,2019-08-10 17:47:46,1.0,,[],207.0,0.0
320,,2017-10-04 11:47:47,1.0,windsor XXXII,['shortediting'],4.0,0.0
321,Brasil,2019-06-19 15:10:51,1.0,"Aconteceu na tarde desta quarta-feira (19) a entrega do Plano Municipal de Turismo na Câmara de Vereadores de Itajaí. O documento começou a ser elaborado em agosto de 2018 em parceria com o Serviço Nacional de Aprendizagem Comercial (Senac), com participação pública e do Conselho Municipal de Turismo. Estiveram na cerimônia de entrega o secretário Municipal de Turismo e Eventos, Evandro Neiva Oliveira, vereadores da Casa, a presidente da Santur, Flávia Didomenico, entre outros.

O evento também contou a palestra “Planejamento e Posicionamento Municipal do Turismo” com o professor do Departamento de Engenharia do Conhecimento da UFSC, Alexandre Biz.

Agora, com o Plano Municipal de Turismo concluído, o Poder Executivo poderá encaminhar projeto de lei à Câmara. Se aprovada, esta legislação vai nortear os objetivos, estratégias e ações para o turismo de Itajaí para os próximos 10 anos.","['17ª Legislatura', 'CVI', 'Câmara Municipal', 'Câmara de Vereadores de Itajaí', 'Gestão 2013/2014', 'Gestão 2014/2015', 'Gestão 2015/2016', 'Itajaí', 'Município', 'Plano Municipal de Turismo', 'Plenarinho Vereador Elói Camilo da Costa', 'Poder Legislativo', 'Política', 'SC', 'Santa Catarina', '©Davi Spuldaro', 'Santa Catarina (SC)', 'Brasil']",10.0,0.0
322,"Bergamo, italia",2019-08-09 13:11:09,1.0,,[],97.0,0.0
