"PLAN_INDEX","TOOL_IDENTIFIER","COUNTRY","COUNT"
"1024","CC BY 4.0","Guinea","4"
"1025","CC BY 4.0","Guinea-Bissau","1"
"1026","CC BY 4.0","Guyana","662"
"1027","CC BY 4.0","Haiti","306"
"1028","CC BY 4.0","Heard Island and Mcdonald Islands","0"
"1029","CC BY 4.0","Holy See (Vatican City State)","4"
"1030","CC BY 4.0","Honduras","7"
"1031","CC BY 4.0","Hong Kong","82700"
"1032","CC BY 4.0","Hungary","53500"
"1033","CC BY 4.0","Iceland","13800"
"1034","CC BY 4.0","India","374000"
"1035","CC BY 4.0","Indonesia","10900000"
"1036","CC BY 4.0","Iran, Islamic Republic of","12100000"
"1037","CC BY 4.0","Iraq","63500"
"1038","CC BY 4.0","Ireland","613000"
"1039","CC BY 4.0","Israel","15300"
"1040","CC BY 4.0","Italy","626000"
"1041","CC BY 4.0","Jamaica","607"
"1042","CC BY 4.0","Japan","623000"
"1043","CC BY 4.0","Jordan","5300"
"1044","CC BY 4.0","Kazakhstan","5650"
"1045","CC BY 4.0","Kenya","15200"
"1046","CC BY 4.0","Kiribati","10"
"1047","CC BY 4.0","Korea, Democratic People's Republic of","0"
"1048","CC BY 4.0","Korea, Republic of","294000"
"1049","CC BY 4.0","Kuwait","55"
"1050","CC BY 4.0","Kyrgyzstan","2830"
"1051","CC BY 4.0","Lao People's Democratic Republic","16"
"1052","CC BY 4.0","Latvia","22600"
"1053","CC BY 4.0","Lebanon","2250"
"1054","CC BY 4.0","Lesotho","148"
"1055","CC BY 4.0","Liberia","4"
"1056","CC BY 4.0","Libyan Arab Jamahiriya","6270"
"1057","CC BY 4.0","Liechtenstein","153"
"1058","CC BY 4.0","Lithuania","56200"
"1059","CC BY 4.0","Luxembourg","51600"
"1060","CC BY 4.0","Macao","1080"
"1061","CC BY 4.0","Macedonia, the Former Yugosalv Republic of","5570"
"1062","CC BY 4.0","Madagascar","6830"
"1063","CC BY 4.0","Malawi","2530"
"1064","CC BY 4.0","Malaysia","51700"
"1065","CC BY 4.0","Maldives","1330"
"1066","CC BY 4.0","Mali","32"
"1067","CC BY 4.0","Malta","1930"
"1068","CC BY 4.0","Marshall Islands","0"
"1069","CC BY 4.0","Martinique","5"
"1070","CC BY 4.0","Mauritania","4"
"1071","CC BY 4.0","Mauritius","108"
"1072","CC BY 4.0","Mayotte","1"
"1073","CC BY 4.0","Mexico","856000"
"1074","CC BY 4.0","Micronesia, Federated States of","17"
"1075","CC BY 4.0","Moldova, Republic of","25000"
"1076","CC BY 4.0","Monaco","5"
"1077","CC BY 4.0","Mongolia","1490"
"1078","CC BY 4.0","Montserrat","0"
"1079","CC BY 4.0","Morocco","1970"
"1080","CC BY 4.0","Mozambique","610"
"1081","CC BY 4.0","Myanmar","917"
"1082","CC BY 4.0","Namibia","1070"
"1083","CC BY 4.0","Nauru","0"
"1084","CC BY 4.0","Nepal","5200"
"1085","CC BY 4.0","Netherlands","380000"
"1086","CC BY 4.0","Netherlands Antilles","0"
"1087","CC BY 4.0","New Caledonia","39"
"1088","CC BY 4.0","New Zealand","138000"
"1089","CC BY 4.0","Nicaragua","18600"
"1090","CC BY 4.0","Niger","1150"
"1091","CC BY 4.0","Nigeria","26900"
"1092","CC BY 4.0","Niue","3"
"1093","CC BY 4.0","Norfolk Island","3"
"1094","CC BY 4.0","Northern Mariana Islands","5"
"1095","CC BY 4.0","Norway","176000"
"1096","CC BY 4.0","Oman","3440"
"1097","CC BY 4.0","Pakistan","28400"
"1098","CC BY 4.0","Palau","21"
"1099","CC BY 4.0","Palestinian Territory","7290"
"1100","CC BY 4.0","Panama","10700"
"1101","CC BY 4.0","Papua New Guinea","227"
"1102","CC BY 4.0","Paraguay","10200"
"1103","CC BY 4.0","Peru","842000"
"1104","CC BY 4.0","Philippines","19000"
"1105","CC BY 4.0","Pitcairn","0"
"1106","CC BY 4.0","Poland","407000"
"1107","CC BY 4.0","Portugal","85900"
"1108","CC BY 4.0","Puerto Rico","10000"
"1109","CC BY 4.0","Qatar","15100"
"1110","CC BY 4.0","Reunion","225"
"1111","CC BY 4.0","Romania","38500"
"1112","CC BY 4.0","Russian Federation","492000"
"1113","CC BY 4.0","Rwanda","5"
"1114","CC BY 4.0","Saint Helena","148"
"1115","CC BY 4.0","Saint Kitts and Nevis","2"
"1116","CC BY 4.0","Saint Lucia","816"
"1117","CC BY 4.0","Saint Pierre and Miquelon","502"
"1118","CC BY 4.0","Saint Vincent and the Grenadines","15"
"1119","CC BY 4.0","Samoa","700"
"1120","CC BY 4.0","San Marino","47"
"1121","CC BY 4.0","Sao Tome and Principe","395"
"1122","CC BY 4.0","Saudi Arabia","13900"
"1123","CC BY 4.0","Senegal","5600"
"1124","CC BY 4.0","Serbia and Montenegro","420000000"
"1125","CC BY 4.0","Seychelles","10"
"1126","CC BY 4.0","Sierra Leone","632"
"1127","CC BY 4.0","Singapore","217000"
"1128","CC BY 4.0","Slovakia","22700"
"1129","CC BY 4.0","Slovenia","105000"
"1130","CC BY 4.0","Solomon Islands","5"
"1131","CC BY 4.0","Somalia","3660"
"1132","CC BY 4.0","South Africa","107000"
"1133","CC BY 4.0","South Georgia and the South Sandwich Islands","5"
"1134","CC BY 4.0","Spain","1440000"
"1135","CC BY 4.0","Sri Lanka","4050"
"1136","CC BY 4.0","Sudan","283"
"1137","CC BY 4.0","Suriname","5"
"1138","CC BY 4.0","Svalbard and Jan Mayen","0"
"1139","CC BY 4.0","Swaziland","53"
"1140","CC BY 4.0","Sweden","125000"
"1141","CC BY 4.0","Switzerland","310000"
"1142","CC BY 4.0","Syrian Arab Republic","4250"
"1143","CC BY 4.0","Taiwan, Province of China","29500"
"1144","CC BY 4.0","Tajikistan","872"
"1145","CC BY 4.0","Tanzania, United Republic of","2640"
"1146","CC BY 4.0","Thailand","79000"
"1147","CC BY 4.0","Togo","22"
"1148","CC BY 4.0","Tokelau","0"
"1149","CC BY 4.0","Tonga","1450"
"1150","CC BY 4.0","Trinidad and Tobago","827"
"1151","CC BY 4.0","Tunisia","6150"
"1152","CC BY 4.0","Turkey","682000"
"1153","CC BY 4.0","Turkmenistan","4"
"1154","CC BY 4.0","Turks and Caicos Islands","3"
"1155","CC BY 4.0","Tuvalu","3"
"1156","CC BY 4.0","Uganda","4710"
"1157","CC BY 4.0","Ukraine","4710000"
"1158","CC BY 4.0","United Arab Emirates","15800"
"1159","CC BY 4.0","United Kingdom","7120000"
"1160","CC BY 4.0","United States","325000000"
"1161","CC BY 4.0","United States Minor Outlying Islands","0"
"1162","CC BY 4.0","Uruguay","15000"
"1163","CC BY 4.0","Uzbekistan","590000"
"1164","CC BY 4.0","Vanuatu","112"
"1165","CC BY 4.0","Venezuela","22000"
"1166","CC BY 4.0","Vietnam","187000"
"1167","CC BY 4.0","Virgin Islands, British","1780"
"1168","CC BY 4.0","Virgin Islands, U.S.","3470"
"1169","CC BY 4.0","Wallis and Futuna","5"
"1170","CC BY 4.0","Western Sahara","0"
"1171","CC BY 4.0","Yemen","10"
"1172","CC BY 4.0","Yugoslavia","0"
"1173","CC BY 4.0","Zambia","1220"
"1174","CC BY 4.0","Zimbabwe","2820"
"1175","CC BY-NC 4.0","Afghanistan","110"
"1176","CC BY-NC 4.0","Albania","579"
"1177","CC BY-NC 4.0","Algeria","2650"
"1178","CC BY-NC 4.0","American Samoa","0"
"1179","CC BY-NC 4.0","Andorra","3"
"1180","CC BY-NC 4.0","Angola","76"
"1181","CC BY-NC 4.0","Anguilla","0"
"1182","CC BY-NC 4.0","Antarctica","5"
"1183","CC BY-NC 4.0","Antigua and Barbuda","0"
"1184","CC BY-NC 4.0","Argentina","160000"
"1185","CC BY-NC 4.0","Armenia","702"
"1186","CC BY-NC 4.0","Aruba","4"
"1187","CC BY-NC 4.0","Australia","107000"
"1188","CC BY-NC 4.0","Austria","17200"
"1189","CC BY-NC 4.0","Azerbaijan","89"
"1190","CC BY-NC 4.0","Bahamas","5"
"1191","CC BY-NC 4.0","Bahrain","74"
"1192","CC BY-NC 4.0","Bangladesh","538"
"1193","CC BY-NC 4.0","Barbados","5"
"1194","CC BY-NC 4.0","Belarus","154"
"1195","CC BY-NC 4.0","Belgium","33600"
"1196","CC BY-NC 4.0","Belize","7"
"1197","CC BY-NC 4.0","Benin","30"
"1198","CC BY-NC 4.0","Bermuda","3"
"1199","CC BY-NC 4.0","Bhutan","273"
"1200","CC BY-NC 4.0","Bolivia","1240"
"1201","CC BY-NC 4.0","Bosnia and Herzegovina","832"
"1202","CC BY-NC 4.0","Botswana","83"
"1203","CC BY-NC 4.0","Bouvet Island","0"
"1204","CC BY-NC 4.0","Brazil","549000"
"1205","CC BY-NC 4.0","British Indian Ocean Territory","0"
"1206","CC BY-NC 4.0","Brunei Darussalam","10"
"1207","CC BY-NC 4.0","Bulgaria","6920"
"1208","CC BY-NC 4.0","Burkina Faso","248"
"1209","CC BY-NC 4.0","Burundi","3"
"1210","CC BY-NC 4.0","Cambodia","43"
"1211","CC BY-NC 4.0","Cameroon","52"
"1212","CC BY-NC 4.0","Canada","126000"
"1213","CC BY-NC 4.0","Cape Verde","3"
"1214","CC BY-NC 4.0","Cayman Islands","1"
"1215","CC BY-NC 4.0","Central African Republic","0"
"1216","CC BY-NC 4.0","Chad","0"
"1217","CC BY-NC 4.0","Chile","26900"
"1218","CC BY-NC 4.0","China","59400"
"1219","CC BY-NC 4.0","Christmas Island","2"
"1220","CC BY-NC 4.0","Cocos (Keeling) Islands","0"
"1221","CC BY-NC 4.0","Colombia","192000"
"1222","CC BY-NC 4.0","Comoros","0"
"1223","CC BY-NC 4.0","Congo","39"
"1224","CC BY-NC 4.0","Congo, the Democratic Republic of the","209"
"1225","CC BY-NC 4.0","Cook Islands","0"
"1226","CC BY-NC 4.0","Costa Rica","44800"
"1227","CC BY-NC 4.0","Cote D'ivoire","5"
"1228","CC BY-NC 4.0","Croatia (Hrvatska)","8880"
"1229","CC BY-NC 4.0","Cuba","24400"
"1230","CC BY-NC 4.0","Cyprus","8740"
"1231","CC BY-NC 4.0","Czech Republic","25100"
"1232","CC BY-NC 4.0","Denmark","31100"
"1233","CC BY-NC 4.0","Djibouti","5"
"1234","CC BY-NC 4.0","Dominica","1"
"1235","CC BY-NC 4.0","Dominican Republic","8"
"1236","CC BY-NC 4.0","East Timor","0"
"1237","CC BY-NC 4.0","Ecuador","9"
"1238","CC BY-NC 4.0","Egypt","2870"
"1239","CC BY-NC 4.0","El Salvador","3820"
"1240","CC BY-NC 4.0","Equatorial Guinea","0"
"1241","CC BY-NC 4.0","Eritrea","0"
"1242","CC BY-NC 4.0","Estonia","1700"
"1243","CC BY-NC 4.0","Ethiopia","787"
"1244","CC BY-NC 4.0","European Union","0"
"1245","CC BY-NC 4.0","Falkland Islands (Malvinas)","0"
"1246","CC BY-NC 4.0","Faroe Islands","64"
"1247","CC BY-NC 4.0","Fiji","81"
"1248","CC BY-NC 4.0","Finland","43600"
"1249","CC BY-NC 4.0","France","150000"
"1250","CC BY-NC 4.0","France, Metropolitan","0"
"1251","CC BY-NC 4.0","French Guiana","1"
"1252","CC BY-NC 4.0","French Polynesia","6"
"1253","CC BY-NC 4.0","French Southern Territories","0"
"1254","CC BY-NC 4.0","Gabon","0"
"1255","CC BY-NC 4.0","Gambia","4"
"1256","CC BY-NC 4.0","Georgia","594"
"1257","CC BY-NC 4.0","Germany","433000"
"1258","CC BY-NC 4.0","Ghana","1590"
"1259","CC BY-NC 4.0","Gibraltar","2"
"1260","CC BY-NC 4.0","Greece","85400"
"1261","CC BY-NC 4.0","Greenland","17"
"1262","CC BY-NC 4.0","Grenada","14"
"1263","CC BY-NC 4.0","Guadeloupe","0"
"1264","CC BY-NC 4.0","Guam","0"
"1265","CC BY-NC 4.0","Guatemala","10700"
"1266","CC BY-NC 4.0","Guinea","0"
"1267","CC BY-NC 4.0","Guinea-Bissau","1"
"1268","CC BY-NC 4.0","Guyana","10"
"1269","CC BY-NC 4.0","Haiti","14"
"1270","CC BY-NC 4.0","Heard Island and Mcdonald Islands","0"
"1271","CC BY-NC 4.0","Holy See (Vatican City State)","9"
"1272","CC BY-NC 4.0","Honduras","7"
"1273","CC BY-NC 4.0","Hong Kong","28900"
"1274","CC BY-NC 4.0","Hungary","27300"
"1275","CC BY-NC 4.0","Iceland","3710"
"1276","CC BY-NC 4.0","India","103000"
"1277","CC BY-NC 4.0","Indonesia","115000"
"1278","CC BY-NC 4.0","Iran, Islamic Republic of","279000"
"1279","CC BY-NC 4.0","Iraq","4020"
"1280","CC BY-NC 4.0","Ireland","92600"
"1281","CC BY-NC 4.0","Israel","1410"
"1282","CC BY-NC 4.0","Italy","109000"
"1283","CC BY-NC 4.0","Jamaica","59"
"1284","CC BY-NC 4.0","Japan","240000"
"1285","CC BY-NC 4.0","Jordan","2040"
"1286","CC BY-NC 4.0","Kazakhstan","1100"
"1287","CC BY-NC 4.0","Kenya","6280"
"1288","CC BY-NC 4.0","Kiribati","1"
"1289","CC BY-NC 4.0","Korea, Democratic People's Republic of","0"
"1290","CC BY-NC 4.0","Korea, Republic of","249000"
"1291","CC BY-NC 4.0","Kuwait","13"
"1292","CC BY-NC 4.0","Kyrgyzstan","950"
"1293","CC BY-NC 4.0","Lao People's Democratic Republic","1"
"1294","CC BY-NC 4.0","Latvia","2840"
"1295","CC BY-NC 4.0","Lebanon","851"
"1296","CC BY-NC 4.0","Lesotho","7"
"1297","CC BY-NC 4.0","Liberia","0"
"1298","CC BY-NC 4.0","Libyan Arab Jamahiriya","223"
"1299","CC BY-NC 4.0","Liechtenstein","22"
"1300","CC BY-NC 4.0","Lithuania","49900"
"1301","CC BY-NC 4.0","Luxembourg","3500"
"1302","CC BY-NC 4.0","Macao","70"
"1303","CC BY-NC 4.0","Macedonia, the Former Yugosalv Republic of","2860"
"1304","CC BY-NC 4.0","Madagascar","271"
"1305","CC BY-NC 4.0","Malawi","124"
"1306","CC BY-NC 4.0","Malaysia","9530"
"1307","CC BY-NC 4.0","Maldives","234"
"1308","CC BY-NC 4.0","Mali","2"
"1309","CC BY-NC 4.0","Malta","727"
"1310","CC BY-NC 4.0","Marshall Islands","0"
"1311","CC BY-NC 4.0","Martinique","0"
"1312","CC BY-NC 4.0","Mauritania","1"
"1313","CC BY-NC 4.0","Mauritius","6"
"1314","CC BY-NC 4.0","Mayotte","0"
"1315","CC BY-NC 4.0","Mexico","657000"
"1316","CC BY-NC 4.0","Micronesia, Federated States of","0"
"1317","CC BY-NC 4.0","Moldova, Republic of","9840"
"1318","CC BY-NC 4.0","Monaco","3"
"1319","CC BY-NC 4.0","Mongolia","1720"
"1320","CC BY-NC 4.0","Montserrat","0"
"1321","CC BY-NC 4.0","Morocco","853"
"1322","CC BY-NC 4.0","Mozambique","67"
"1323","CC BY-NC 4.0","Myanmar","52"
"1324","CC BY-NC 4.0","Namibia","82"
"1325","CC BY-NC 4.0","Nauru","0"
"1326","CC BY-NC 4.0","Nepal","1570"
"1327","CC BY-NC 4.0","Netherlands","121000"
"1328","CC BY-NC 4.0","Netherlands Antilles","0"
"1329","CC BY-NC 4.0","New Caledonia","41"
"1330","CC BY-NC 4.0","New Zealand","39400"
"1331","CC BY-NC 4.0","Nicaragua","14500"
"1332","CC BY-NC 4.0","Niger","1070"
"1333","CC BY-NC 4.0","Nigeria","6310"
"1334","CC BY-NC 4.0","Niue","0"
"1335","CC BY-NC 4.0","Norfolk Island","2"
"1336","CC BY-NC 4.0","Northern Mariana Islands","1"
"1337","CC BY-NC 4.0","Norway","57100"
"1338","CC BY-NC 4.0","Oman","93"
"1339","CC BY-NC 4.0","Pakistan","4830"
"1340","CC BY-NC 4.0","Palau","3"
"1341","CC BY-NC 4.0","Palestinian Territory","127"
"1342","CC BY-NC 4.0","Panama","7530"
"1343","CC BY-NC 4.0","Papua New Guinea","24"
"1344","CC BY-NC 4.0","Paraguay","639"
"1345","CC BY-NC 4.0","Peru","284000"
"1346","CC BY-NC 4.0","Philippines","3500"
"1347","CC BY-NC 4.0","Pitcairn","0"
"1348","CC BY-NC 4.0","Poland","175000"
"1349","CC BY-NC 4.0","Portugal","26400"
"1350","CC BY-NC 4.0","Puerto Rico","151"
"1351","CC BY-NC 4.0","Qatar","2830"
"1352","CC BY-NC 4.0","Reunion","9"
"1353","CC BY-NC 4.0","Romania","7290"
"1354","CC BY-NC 4.0","Russian Federation","56400"
"1355","CC BY-NC 4.0","Rwanda","84"
"1356","CC BY-NC 4.0","Saint Helena","17"
"1357","CC BY-NC 4.0","Saint Kitts and Nevis","0"
"1358","CC BY-NC 4.0","Saint Lucia","159"
"1359","CC BY-NC 4.0","Saint Pierre and Miquelon","72"
"1360","CC BY-NC 4.0","Saint Vincent and the Grenadines","1"
"1361","CC BY-NC 4.0","Samoa","10"
"1362","CC BY-NC 4.0","San Marino","4"
"1363","CC BY-NC 4.0","Sao Tome and Principe","44"
"1364","CC BY-NC 4.0","Saudi Arabia","5230"
"1365","CC BY-NC 4.0","Senegal","32"
"1366","CC BY-NC 4.0","Serbia and Montenegro","158000000"
"1367","CC BY-NC 4.0","Seychelles","2"
"1368","CC BY-NC 4.0","Sierra Leone","9"
"1369","CC BY-NC 4.0","Singapore","38700"
"1370","CC BY-NC 4.0","Slovakia","4280"
"1371","CC BY-NC 4.0","Slovenia","46800"
"1372","CC BY-NC 4.0","Solomon Islands","1"
"1373","CC BY-NC 4.0","Somalia","231"
"1374","CC BY-NC 4.0","South Africa","18700"
"1375","CC BY-NC 4.0","South Georgia and the South Sandwich Islands","2"
"1376","CC BY-NC 4.0","Spain","346000"
"1377","CC BY-NC 4.0","Sri Lanka","540"
"1378","CC BY-NC 4.0","Sudan","20"
"1379","CC BY-NC 4.0","Suriname","0"
"1380","CC BY-NC 4.0","Svalbard and Jan Mayen","0"
"1381","CC BY-NC 4.0","Swaziland","0"
"1382","CC BY-NC 4.0","Sweden","46200"
"1383","CC BY-NC 4.0","Switzerland","70200"
"1384","CC BY-NC 4.0","Syrian Arab Republic","3200"
"1385","CC BY-NC 4.0","Taiwan, Province of China","8730"
"1386","CC BY-NC 4.0","Tajikistan","16"
"1387","CC BY-NC 4.0","Tanzania, United Republic of","446"
"1388","CC BY-NC 4.0","Thailand","14200"
"1389","CC BY-NC 4.0","Togo","6"
"1390","CC BY-NC 4.0","Tokelau","0"
"1391","CC BY-NC 4.0","Tonga","269"
"1392","CC BY-NC 4.0","Trinidad and Tobago","41"
"1393","CC BY-NC 4.0","Tunisia","375"
"1394","CC BY-NC 4.0","Turkey","162000"
"1395","CC BY-NC 4.0","Turkmenistan","0"
"1396","CC BY-NC 4.0","Turks and Caicos Islands","0"
"1397","CC BY-NC 4.0","Tuvalu","0"
"1398","CC BY-NC 4.0","Uganda","749"
"1399","CC BY-NC 4.0","Ukraine","12000"
"1400","CC BY-NC 4.0","United Arab Emirates","3120"
"1401","CC BY-NC 4.0","United Kingdom","630000"
"1402","CC BY-NC 4.0","United States","132000000"
"1403","CC BY-NC 4.0","United States Minor Outlying Islands","0"
"1404","CC BY-NC 4.0","Uruguay","2250"
"1405","CC BY-NC 4.0","Uzbekistan","855"
"1406","CC BY-NC 4.0","Vanuatu","92"
"1407","CC BY-NC 4.0","Venezuela","19600"
"1408","CC BY-NC 4.0","Vietnam","8"
"1409","CC BY-NC 4.0","Virgin Islands, British","84"
"1410","CC BY-NC 4.0","Virgin Islands, U.S.","1980"
"1411","CC BY-NC 4.0","Wallis and Futuna","4"
"1412","CC BY-NC 4.0","Western Sahara","0"
"1413","CC BY-NC 4.0","Yemen","68"
"1414","CC BY-NC 4.0","Yugoslavia","0"
"1415","CC BY-NC 4.0","Zambia","39"
"1416","CC BY-NC 4.0","Zimbabwe","427"
"1417","CC BY-NC-ND 4.0","Afghanistan","13"
"1418","CC BY-NC-ND 4.0","Albania","39"
"1419","CC BY-NC-ND 4.0","Algeria","381"
"1420","CC BY-NC-ND 4.0","American Samoa","0"
"1421","CC BY-NC-ND 4.0","Andorra","1"
"1422","CC BY-NC-ND 4.0","Angola","9"
"1423","CC BY-NC-ND 4.0","Anguilla","0"
"1424","CC BY-NC-ND 4.0","Antarctica","2"
"1425","CC BY-NC-ND 4.0","Antigua and Barbuda","0"
"1426","CC BY-NC-ND 4.0","Argentina","53000"
"1427","CC BY-NC-ND 4.0","Armenia","36"
"1428","CC BY-NC-ND 4.0","Aruba","14800"
"1429","CC BY-NC-ND 4.0","Australia","48400"
"1430","CC BY-NC-ND 4.0","Austria","7830"
"1431","CC BY-NC-ND 4.0","Azerbaijan","33"
"1432","CC BY-NC-ND 4.0","Bahamas","3"
"1433","CC BY-NC-ND 4.0","Bahrain","31"
"1434","CC BY-NC-ND 4.0","Bangladesh","109"
"1435","CC BY-NC-ND 4.0","Barbados","2"
"1436","CC BY-NC-ND 4.0","Belarus","51"
"1437","CC BY-NC-ND 4.0","Belgium","16200"
"1438","CC BY-NC-ND 4.0","Belize","0"
"1439","CC BY-NC-ND 4.0","Benin","8"
"1440","CC BY-NC-ND 4.0","Bermuda","2"
"1441","CC BY-NC-ND 4.0","Bhutan","21"
"1442","CC BY-NC-ND 4.0","Bolivia","580"
"1443","CC BY-NC-ND 4.0","Bosnia and Herzegovina","352"
"1444","CC BY-NC-ND 4.0","Botswana","52"
"1445","CC BY-NC-ND 4.0","Bouvet Island","0"
"1446","CC BY-NC-ND 4.0","Brazil","188000"
"1447","CC BY-NC-ND 4.0","British Indian Ocean Territory","0"
"1448","CC BY-NC-ND 4.0","Brunei Darussalam","8"
"1449","CC BY-NC-ND 4.0","Bulgaria","2670"
"1450","CC BY-NC-ND 4.0","Burkina Faso","39"
"1451","CC BY-NC-ND 4.0","Burundi","1"
"1452","CC BY-NC-ND 4.0","Cambodia","9"
"1453","CC BY-NC-ND 4.0","Cameroon","45"
"1454","CC BY-NC-ND 4.0","Canada","55800"
"1455","CC BY-NC-ND 4.0","Cape Verde","1"
"1456","CC BY-NC-ND 4.0","Cayman Islands","0"
"1457","CC BY-NC-ND 4.0","Central African Republic","0"
"1458","CC BY-NC-ND 4.0","Chad","0"
"1459","CC BY-NC-ND 4.0","Chile","16200"
"1460","CC BY-NC-ND 4.0","China","44000"
"1461","CC BY-NC-ND 4.0","Christmas Island","1"
"1462","CC BY-NC-ND 4.0","Cocos (Keeling) Islands","0"
"1463","CC BY-NC-ND 4.0","Colombia","117000"
"1464","CC BY-NC-ND 4.0","Comoros","0"
"1465","CC BY-NC-ND 4.0","Congo","15"
"1466","CC BY-NC-ND 4.0","Congo, the Democratic Republic of the","110"
"1467","CC BY-NC-ND 4.0","Cook Islands","0"
"1468","CC BY-NC-ND 4.0","Costa Rica","15900"
"1469","CC BY-NC-ND 4.0","Cote D'ivoire","2"
"1470","CC BY-NC-ND 4.0","Croatia (Hrvatska)","3600"
"1471","CC BY-NC-ND 4.0","Cuba","5240"
"1472","CC BY-NC-ND 4.0","Cyprus","6"
"1473","CC BY-NC-ND 4.0","Czech Republic","12400"
"1474","CC BY-NC-ND 4.0","Denmark","13800"
"1475","CC BY-NC-ND 4.0","Djibouti","2"
"1476","CC BY-NC-ND 4.0","Dominica","1"
"1477","CC BY-NC-ND 4.0","Dominican Republic","8"
"1478","CC BY-NC-ND 4.0","East Timor","0"
"1479","CC BY-NC-ND 4.0","Ecuador","37200"
"1480","CC BY-NC-ND 4.0","Egypt","1380"
"1481","CC BY-NC-ND 4.0","El Salvador","1250"
"1482","CC BY-NC-ND 4.0","Equatorial Guinea","0"
"1483","CC BY-NC-ND 4.0","Eritrea","0"
"1484","CC BY-NC-ND 4.0","Estonia","689"
"1485","CC BY-NC-ND 4.0","Ethiopia","567"
