"PLAN_INDEX","TOOL_IDENTIFIER","COUNTRY","COUNT"
"1476","CC BY-NC-ND 4.0","Faroe Islands","54"
"1477","CC BY-NC-ND 4.0","Fiji","66"
"1478","CC BY-NC-ND 4.0","Finland","25300"
"1479","CC BY-NC-ND 4.0","France","118000"
"1480","CC BY-NC-ND 4.0","France, Metropolitan","0"
"1481","CC BY-NC-ND 4.0","French Guiana","0"
"1482","CC BY-NC-ND 4.0","French Polynesia","3"
"1483","CC BY-NC-ND 4.0","French Southern Territories","0"
"1484","CC BY-NC-ND 4.0","Gabon","0"
"1485","CC BY-NC-ND 4.0","Gambia","7"
"1486","CC BY-NC-ND 4.0","Georgia","100"
"1487","CC BY-NC-ND 4.0","Germany","251000"
"1488","CC BY-NC-ND 4.0","Ghana","2420"
"1489","CC BY-NC-ND 4.0","Gibraltar","2"
"1490","CC BY-NC-ND 4.0","Greece","4790"
"1491","CC BY-NC-ND 4.0","Greenland","10"
"1492","CC BY-NC-ND 4.0","Grenada","3"
"1493","CC BY-NC-ND 4.0","Guadeloupe","0"
"1494","CC BY-NC-ND 4.0","Guam","0"
"1495","CC BY-NC-ND 4.0","Guatemala","94"
"1496","CC BY-NC-ND 4.0","Guinea","0"
"1497","CC BY-NC-ND 4.0","Guinea-Bissau","2"
"1498","CC BY-NC-ND 4.0","Guyana","2"
"1499","CC BY-NC-ND 4.0","Haiti","2"
"1500","CC BY-NC-ND 4.0","Heard Island and Mcdonald Islands","0"
"1501","CC BY-NC-ND 4.0","Holy See (Vatican City State)","2"
"1502","CC BY-NC-ND 4.0","Honduras","32"
"1503","CC BY-NC-ND 4.0","Hong Kong","17700"
"1504","CC BY-NC-ND 4.0","Hungary","6710"
"1505","CC BY-NC-ND 4.0","Iceland","4440"
"1506","CC BY-NC-ND 4.0","India","33300"
"1507","CC BY-NC-ND 4.0","Indonesia","37100"
"1508","CC BY-NC-ND 4.0","Iran, Islamic Republic of","47700"
"1509","CC BY-NC-ND 4.0","Iraq","3810"
"1510","CC BY-NC-ND 4.0","Ireland","42700"
"1511","CC BY-NC-ND 4.0","Israel","1020"
"1512","CC BY-NC-ND 4.0","Italy","58800"
"1513","CC BY-NC-ND 4.0","Jamaica","5"
"1514","CC BY-NC-ND 4.0","Japan","57400"
"1515","CC BY-NC-ND 4.0","Jordan","601"
"1516","CC BY-NC-ND 4.0","Kazakhstan","1130"
"1517","CC BY-NC-ND 4.0","Kenya","2780"
"1518","CC BY-NC-ND 4.0","Kiribati","2"
"1519","CC BY-NC-ND 4.0","Korea, Democratic People's Republic of","0"
"1520","CC BY-NC-ND 4.0","Korea, Republic of","131000"
"1521","CC BY-NC-ND 4.0","Kuwait","28"
"1522","CC BY-NC-ND 4.0","Kyrgyzstan","18"
"1523","CC BY-NC-ND 4.0","Lao People's Democratic Republic","0"
"1524","CC BY-NC-ND 4.0","Latvia","680"
"1525","CC BY-NC-ND 4.0","Lebanon","838"
"1526","CC BY-NC-ND 4.0","Lesotho","5"
"1527","CC BY-NC-ND 4.0","Liberia","0"
"1528","CC BY-NC-ND 4.0","Libyan Arab Jamahiriya","778"
"1529","CC BY-NC-ND 4.0","Liechtenstein","8"
"1530","CC BY-NC-ND 4.0","Lithuania","4990"
"1531","CC BY-NC-ND 4.0","Luxembourg","1140"
"1532","CC BY-NC-ND 4.0","Macao","19"
"1533","CC BY-NC-ND 4.0","Macedonia, the Former Yugosalv Republic of","139"
"1534","CC BY-NC-ND 4.0","Madagascar","10"
"1535","CC BY-NC-ND 4.0","Malawi","97"
"1536","CC BY-NC-ND 4.0","Malaysia","6080"
"1537","CC BY-NC-ND 4.0","Maldives","20"
"1538","CC BY-NC-ND 4.0","Mali","1"
"1539","CC BY-NC-ND 4.0","Malta","620"
"1540","CC BY-NC-ND 4.0","Marshall Islands","0"
"1541","CC BY-NC-ND 4.0","Martinique","0"
"1542","CC BY-NC-ND 4.0","Mauritania","20"
"1543","CC BY-NC-ND 4.0","Mauritius","8"
"1544","CC BY-NC-ND 4.0","Mayotte","0"
"1545","CC BY-NC-ND 4.0","Mexico","30700"
"1546","CC BY-NC-ND 4.0","Micronesia, Federated States of","0"
"1547","CC BY-NC-ND 4.0","Moldova, Republic of","119"
"1548","CC BY-NC-ND 4.0","Monaco","1"
"1549","CC BY-NC-ND 4.0","Mongolia","24"
"1550","CC BY-NC-ND 4.0","Montserrat","0"
"1551","CC BY-NC-ND 4.0","Morocco","259"
"1552","CC BY-NC-ND 4.0","Mozambique","57"
"1553","CC BY-NC-ND 4.0","Myanmar","8"
"1554","CC BY-NC-ND 4.0","Namibia","30"
"1555","CC BY-NC-ND 4.0","Nauru","0"
"1556","CC BY-NC-ND 4.0","Nepal","1280"
"1557","CC BY-NC-ND 4.0","Netherlands","59600"
"1558","CC BY-NC-ND 4.0","Netherlands Antilles","0"
"1559","CC BY-NC-ND 4.0","New Caledonia","31"
"1560","CC BY-NC-ND 4.0","New Zealand","11800"
"1561","CC BY-NC-ND 4.0","Nicaragua","4920"
"1562","CC BY-NC-ND 4.0","Niger","3"
"1563","CC BY-NC-ND 4.0","Nigeria","8660"
"1564","CC BY-NC-ND 4.0","Niue","0"
"1565","CC BY-NC-ND 4.0","Norfolk Island","2"
"1566","CC BY-NC-ND 4.0","Northern Mariana Islands","0"
"1567","CC BY-NC-ND 4.0","Norway","11100"
"1568","CC BY-NC-ND 4.0","Oman","83"
"1569","CC BY-NC-ND 4.0","Pakistan","2480"
"1570","CC BY-NC-ND 4.0","Palau","0"
"1571","CC BY-NC-ND 4.0","Palestinian Territory","63"
"1572","CC BY-NC-ND 4.0","Panama","1530"
"1573","CC BY-NC-ND 4.0","Papua New Guinea","18"
"1574","CC BY-NC-ND 4.0","Paraguay","37"
"1575","CC BY-NC-ND 4.0","Peru","18900"
"1576","CC BY-NC-ND 4.0","Philippines","2310"
"1577","CC BY-NC-ND 4.0","Pitcairn","0"
"1578","CC BY-NC-ND 4.0","Poland","61500"
"1579","CC BY-NC-ND 4.0","Portugal","10800"
"1580","CC BY-NC-ND 4.0","Puerto Rico","49"
"1581","CC BY-NC-ND 4.0","Qatar","1560"
"1582","CC BY-NC-ND 4.0","Reunion","1640"
"1583","CC BY-NC-ND 4.0","Romania","4570"
"1584","CC BY-NC-ND 4.0","Russian Federation","21500"
"1585","CC BY-NC-ND 4.0","Rwanda","174"
"1586","CC BY-NC-ND 4.0","Saint Helena","8"
"1587","CC BY-NC-ND 4.0","Saint Kitts and Nevis","0"
"1588","CC BY-NC-ND 4.0","Saint Lucia","2"
"1589","CC BY-NC-ND 4.0","Saint Pierre and Miquelon","4"
"1590","CC BY-NC-ND 4.0","Saint Vincent and the Grenadines","2"
"1591","CC BY-NC-ND 4.0","Samoa","8"
"1592","CC BY-NC-ND 4.0","San Marino","1"
"1593","CC BY-NC-ND 4.0","Sao Tome and Principe","5"
"1594","CC BY-NC-ND 4.0","Saudi Arabia","3320"
"1595","CC BY-NC-ND 4.0","Senegal","8"
"1596","CC BY-NC-ND 4.0","Serbia and Montenegro","168000000"
"1597","CC BY-NC-ND 4.0","Seychelles","1"
"1598","CC BY-NC-ND 4.0","Sierra Leone","8"
"1599","CC BY-NC-ND 4.0","Singapore","11500"
"1600","CC BY-NC-ND 4.0","Slovakia","984"
"1601","CC BY-NC-ND 4.0","Slovenia","27400"
"1602","CC BY-NC-ND 4.0","Solomon Islands","2"
"1603","CC BY-NC-ND 4.0","Somalia","132"
"1604","CC BY-NC-ND 4.0","South Africa","44500"
"1605","CC BY-NC-ND 4.0","South Georgia and the South Sandwich Islands","0"
"1606","CC BY-NC-ND 4.0","Spain","88300"
"1607","CC BY-NC-ND 4.0","Sri Lanka","217"
"1608","CC BY-NC-ND 4.0","Sudan","9"
"1609","CC BY-NC-ND 4.0","Suriname","0"
"1610","CC BY-NC-ND 4.0","Svalbard and Jan Mayen","0"
"1611","CC BY-NC-ND 4.0","Swaziland","0"
"1612","CC BY-NC-ND 4.0","Sweden","22900"
"1613","CC BY-NC-ND 4.0","Switzerland","54700"
"1614","CC BY-NC-ND 4.0","Syrian Arab Republic","132"
"1615","CC BY-NC-ND 4.0","Taiwan, Province of China","1880"
"1616","CC BY-NC-ND 4.0","Tajikistan","5"
"1617","CC BY-NC-ND 4.0","Tanzania, United Republic of","308"
"1618","CC BY-NC-ND 4.0","Thailand","3710"
"1619","CC BY-NC-ND 4.0","Togo","5"
"1620","CC BY-NC-ND 4.0","Tokelau","0"
"1621","CC BY-NC-ND 4.0","Tonga","67"
"1622","CC BY-NC-ND 4.0","Trinidad and Tobago","35"
"1623","CC BY-NC-ND 4.0","Tunisia","80"
"1624","CC BY-NC-ND 4.0","Turkey","38600"
"1625","CC BY-NC-ND 4.0","Turkmenistan","1"
"1626","CC BY-NC-ND 4.0","Turks and Caicos Islands","0"
"1627","CC BY-NC-ND 4.0","Tuvalu","0"
"1628","CC BY-NC-ND 4.0","Uganda","827"
"1629","CC BY-NC-ND 4.0","Ukraine","6430"
"1630","CC BY-NC-ND 4.0","United Arab Emirates","667"
"1631","CC BY-NC-ND 4.0","United Kingdom","243000"
"1632","CC BY-NC-ND 4.0","United States","130000000"
"1633","CC BY-NC-ND 4.0","United States Minor Outlying Islands","0"
"1634","CC BY-NC-ND 4.0","Uruguay","629"
"1635","CC BY-NC-ND 4.0","Uzbekistan","150"
"1636","CC BY-NC-ND 4.0","Vanuatu","2"
"1637","CC BY-NC-ND 4.0","Venezuela","4640"
"1638","CC BY-NC-ND 4.0","Vietnam","3950"
"1639","CC BY-NC-ND 4.0","Virgin Islands, British","75"
"1640","CC BY-NC-ND 4.0","Virgin Islands, U.S.","873"
"1641","CC BY-NC-ND 4.0","Wallis and Futuna","3"
"1642","CC BY-NC-ND 4.0","Western Sahara","0"
"1643","CC BY-NC-ND 4.0","Yemen","10"
"1644","CC BY-NC-ND 4.0","Yugoslavia","0"
"1645","CC BY-NC-ND 4.0","Zambia","54"
"1646","CC BY-NC-ND 4.0","Zimbabwe","55"
"1647","CC BY-NC-SA 4.0","Afghanistan","24"
"1648","CC BY-NC-SA 4.0","Albania","31"
"1649","CC BY-NC-SA 4.0","Algeria","331"
"1650","CC BY-NC-SA 4.0","American Samoa","0"
"1651","CC BY-NC-SA 4.0","Andorra","3"
"1652","CC BY-NC-SA 4.0","Angola","7"
"1653","CC BY-NC-SA 4.0","Anguilla","0"
"1654","CC BY-NC-SA 4.0","Antarctica","1"
"1655","CC BY-NC-SA 4.0","Antigua and Barbuda","0"
"1656","CC BY-NC-SA 4.0","Argentina","26700"
"1657","CC BY-NC-SA 4.0","Armenia","30"
"1658","CC BY-NC-SA 4.0","Aruba","184"
"1659","CC BY-NC-SA 4.0","Australia","25000"
"1660","CC BY-NC-SA 4.0","Austria","2620"
"1661","CC BY-NC-SA 4.0","Azerbaijan","78"
"1662","CC BY-NC-SA 4.0","Bahamas","1"
"1663","CC BY-NC-SA 4.0","Bahrain","4"
"1664","CC BY-NC-SA 4.0","Bangladesh","93"
"1665","CC BY-NC-SA 4.0","Barbados","2"
"1666","CC BY-NC-SA 4.0","Belarus","35"
"1667","CC BY-NC-SA 4.0","Belgium","7790"
"1668","CC BY-NC-SA 4.0","Belize","1"
"1669","CC BY-NC-SA 4.0","Benin","52"
"1670","CC BY-NC-SA 4.0","Bermuda","2"
"1671","CC BY-NC-SA 4.0","Bhutan","7"
"1672","CC BY-NC-SA 4.0","Bolivia","22"
"1673","CC BY-NC-SA 4.0","Bosnia and Herzegovina","76"
"1674","CC BY-NC-SA 4.0","Botswana","24"
"1675","CC BY-NC-SA 4.0","Bouvet Island","0"
"1676","CC BY-NC-SA 4.0","Brazil","43100"
"1677","CC BY-NC-SA 4.0","British Indian Ocean Territory","0"
"1678","CC BY-NC-SA 4.0","Brunei Darussalam","6"
"1679","CC BY-NC-SA 4.0","Bulgaria","491"
"1680","CC BY-NC-SA 4.0","Burkina Faso","10"
"1681","CC BY-NC-SA 4.0","Burundi","2"
"1682","CC BY-NC-SA 4.0","Cambodia","23"
"1683","CC BY-NC-SA 4.0","Cameroon","9"
"1684","CC BY-NC-SA 4.0","Canada","21200"
"1685","CC BY-NC-SA 4.0","Cape Verde","3"
"1686","CC BY-NC-SA 4.0","Cayman Islands","1"
"1687","CC BY-NC-SA 4.0","Central African Republic","0"
"1688","CC BY-NC-SA 4.0","Chad","0"
"1689","CC BY-NC-SA 4.0","Chile","1850"
"1690","CC BY-NC-SA 4.0","China","10500"
"1691","CC BY-NC-SA 4.0","Christmas Island","1"
"1692","CC BY-NC-SA 4.0","Cocos (Keeling) Islands","0"
"1693","CC BY-NC-SA 4.0","Colombia","14600"
"1694","CC BY-NC-SA 4.0","Comoros","0"
"1695","CC BY-NC-SA 4.0","Congo","9"
"1696","CC BY-NC-SA 4.0","Congo, the Democratic Republic of the","4"
"1697","CC BY-NC-SA 4.0","Cook Islands","7"
"1698","CC BY-NC-SA 4.0","Costa Rica","2350"
"1699","CC BY-NC-SA 4.0","Cote D'ivoire","0"
"1700","CC BY-NC-SA 4.0","Croatia (Hrvatska)","2430"
"1701","CC BY-NC-SA 4.0","Cuba","1940"
"1702","CC BY-NC-SA 4.0","Cyprus","78"
"1703","CC BY-NC-SA 4.0","Czech Republic","4060"
"1704","CC BY-NC-SA 4.0","Denmark","5330"
"1705","CC BY-NC-SA 4.0","Djibouti","0"
"1706","CC BY-NC-SA 4.0","Dominica","0"
"1707","CC BY-NC-SA 4.0","Dominican Republic","53"
"1708","CC BY-NC-SA 4.0","East Timor","0"
"1709","CC BY-NC-SA 4.0","Ecuador","12300"
"1710","CC BY-NC-SA 4.0","Egypt","340"
"1711","CC BY-NC-SA 4.0","El Salvador","78"
"1712","CC BY-NC-SA 4.0","Equatorial Guinea","0"
"1713","CC BY-NC-SA 4.0","Eritrea","0"
"1714","CC BY-NC-SA 4.0","Estonia","160"
"1715","CC BY-NC-SA 4.0","Ethiopia","206"
"1716","CC BY-NC-SA 4.0","European Union","0"
"1717","CC BY-NC-SA 4.0","Falkland Islands (Malvinas)","0"
"1718","CC BY-NC-SA 4.0","Faroe Islands","9"
"1719","CC BY-NC-SA 4.0","Fiji","31"
"1720","CC BY-NC-SA 4.0","Finland","8820"
"1721","CC BY-NC-SA 4.0","France","67200"
"1722","CC BY-NC-SA 4.0","France, Metropolitan","0"
"1723","CC BY-NC-SA 4.0","French Guiana","0"
"1724","CC BY-NC-SA 4.0","French Polynesia","2"
"1725","CC BY-NC-SA 4.0","French Southern Territories","0"
"1726","CC BY-NC-SA 4.0","Gabon","0"
"1727","CC BY-NC-SA 4.0","Gambia","1"
"1728","CC BY-NC-SA 4.0","Georgia","65"
"1729","CC BY-NC-SA 4.0","Germany","105000"
"1730","CC BY-NC-SA 4.0","Ghana","558"
"1731","CC BY-NC-SA 4.0","Gibraltar","3"
"1732","CC BY-NC-SA 4.0","Greece","3150"
"1733","CC BY-NC-SA 4.0","Greenland","8"
"1734","CC BY-NC-SA 4.0","Grenada","2"
"1735","CC BY-NC-SA 4.0","Guadeloupe","0"
"1736","CC BY-NC-SA 4.0","Guam","0"
"1737","CC BY-NC-SA 4.0","Guatemala","78"
"1738","CC BY-NC-SA 4.0","Guinea","0"
"1739","CC BY-NC-SA 4.0","Guinea-Bissau","0"
"1740","CC BY-NC-SA 4.0","Guyana","1"
"1741","CC BY-NC-SA 4.0","Haiti","2"
"1742","CC BY-NC-SA 4.0","Heard Island and Mcdonald Islands","0"
"1743","CC BY-NC-SA 4.0","Holy See (Vatican City State)","0"
"1744","CC BY-NC-SA 4.0","Honduras","27"
"1745","CC BY-NC-SA 4.0","Hong Kong","3550"
"1746","CC BY-NC-SA 4.0","Hungary","3210"
"1747","CC BY-NC-SA 4.0","Iceland","268"
"1748","CC BY-NC-SA 4.0","India","11400"
"1749","CC BY-NC-SA 4.0","Indonesia","17700"
"1750","CC BY-NC-SA 4.0","Iran, Islamic Republic of","16200"
"1751","CC BY-NC-SA 4.0","Iraq","1910"
"1752","CC BY-NC-SA 4.0","Ireland","17200"
"1753","CC BY-NC-SA 4.0","Israel","124"
"1754","CC BY-NC-SA 4.0","Italy","24700"
"1755","CC BY-NC-SA 4.0","Jamaica","3"
"1756","CC BY-NC-SA 4.0","Japan","17300"
"1757","CC BY-NC-SA 4.0","Jordan","105"
"1758","CC BY-NC-SA 4.0","Kazakhstan","132"
"1759","CC BY-NC-SA 4.0","Kenya","1690"
"1760","CC BY-NC-SA 4.0","Kiribati","0"
"1761","CC BY-NC-SA 4.0","Korea, Democratic People's Republic of","0"
"1762","CC BY-NC-SA 4.0","Korea, Republic of","35800"
"1763","CC BY-NC-SA 4.0","Kuwait","3"
"1764","CC BY-NC-SA 4.0","Kyrgyzstan","8"
"1765","CC BY-NC-SA 4.0","Lao People's Democratic Republic","0"
"1766","CC BY-NC-SA 4.0","Latvia","73"
"1767","CC BY-NC-SA 4.0","Lebanon","252"
"1768","CC BY-NC-SA 4.0","Lesotho","7"
"1769","CC BY-NC-SA 4.0","Liberia","0"
"1770","CC BY-NC-SA 4.0","Libyan Arab Jamahiriya","106"
"1771","CC BY-NC-SA 4.0","Liechtenstein","6"
"1772","CC BY-NC-SA 4.0","Lithuania","1610"
"1773","CC BY-NC-SA 4.0","Luxembourg","549"
"1774","CC BY-NC-SA 4.0","Macao","6"
"1775","CC BY-NC-SA 4.0","Macedonia, the Former Yugosalv Republic of","48"
"1776","CC BY-NC-SA 4.0","Madagascar","7"
"1777","CC BY-NC-SA 4.0","Malawi","25"
"1778","CC BY-NC-SA 4.0","Malaysia","2510"
"1779","CC BY-NC-SA 4.0","Maldives","8"
"1780","CC BY-NC-SA 4.0","Mali","1"
"1781","CC BY-NC-SA 4.0","Malta","141"
"1782","CC BY-NC-SA 4.0","Marshall Islands","0"
"1783","CC BY-NC-SA 4.0","Martinique","0"
"1784","CC BY-NC-SA 4.0","Mauritania","0"
"1785","CC BY-NC-SA 4.0","Mauritius","5"
"1786","CC BY-NC-SA 4.0","Mayotte","0"
"1787","CC BY-NC-SA 4.0","Mexico","10700"
"1788","CC BY-NC-SA 4.0","Micronesia, Federated States of","0"
"1789","CC BY-NC-SA 4.0","Moldova, Republic of","66"
"1790","CC BY-NC-SA 4.0","Monaco","1"
"1791","CC BY-NC-SA 4.0","Mongolia","11"
"1792","CC BY-NC-SA 4.0","Montserrat","0"
"1793","CC BY-NC-SA 4.0","Morocco","95"
"1794","CC BY-NC-SA 4.0","Mozambique","20"
"1795","CC BY-NC-SA 4.0","Myanmar","4"
"1796","CC BY-NC-SA 4.0","Namibia","10"
"1797","CC BY-NC-SA 4.0","Nauru","0"
"1798","CC BY-NC-SA 4.0","Nepal","123"
"1799","CC BY-NC-SA 4.0","Netherlands","21700"
"1800","CC BY-NC-SA 4.0","Netherlands Antilles","0"
"1801","CC BY-NC-SA 4.0","New Caledonia","16"
"1802","CC BY-NC-SA 4.0","New Zealand","1860"
"1803","CC BY-NC-SA 4.0","Nicaragua","14200"
"1804","CC BY-NC-SA 4.0","Niger","1"
"1805","CC BY-NC-SA 4.0","Nigeria","2710"
"1806","CC BY-NC-SA 4.0","Niue","0"
"1807","CC BY-NC-SA 4.0","Norfolk Island","2"
"1808","CC BY-NC-SA 4.0","Northern Mariana Islands","0"
"1809","CC BY-NC-SA 4.0","Norway","1580"
"1810","CC BY-NC-SA 4.0","Oman","36"
"1811","CC BY-NC-SA 4.0","Pakistan","986"
"1812","CC BY-NC-SA 4.0","Palau","0"
"1813","CC BY-NC-SA 4.0","Palestinian Territory","27"
"1814","CC BY-NC-SA 4.0","Panama","2030"
"1815","CC BY-NC-SA 4.0","Papua New Guinea","3"
"1816","CC BY-NC-SA 4.0","Paraguay","32"
"1817","CC BY-NC-SA 4.0","Peru","10800"
"1818","CC BY-NC-SA 4.0","Philippines","1170"
"1819","CC BY-NC-SA 4.0","Pitcairn","0"
"1820","CC BY-NC-SA 4.0","Poland","36600"
"1821","CC BY-NC-SA 4.0","Portugal","4400"
"1822","CC BY-NC-SA 4.0","Puerto Rico","25"
"1823","CC BY-NC-SA 4.0","Qatar","394"
"1824","CC BY-NC-SA 4.0","Reunion","6"
"1825","CC BY-NC-SA 4.0","Romania","1740"
"1826","CC BY-NC-SA 4.0","Russian Federation","6840"
"1827","CC BY-NC-SA 4.0","Rwanda","68"
"1828","CC BY-NC-SA 4.0","Saint Helena","5"
"1829","CC BY-NC-SA 4.0","Saint Kitts and Nevis","0"
"1830","CC BY-NC-SA 4.0","Saint Lucia","0"
"1831","CC BY-NC-SA 4.0","Saint Pierre and Miquelon","4"
"1832","CC BY-NC-SA 4.0","Saint Vincent and the Grenadines","2"
"1833","CC BY-NC-SA 4.0","Samoa","6"
"1834","CC BY-NC-SA 4.0","San Marino","0"
"1835","CC BY-NC-SA 4.0","Sao Tome and Principe","2"
"1836","CC BY-NC-SA 4.0","Saudi Arabia","2630"
"1837","CC BY-NC-SA 4.0","Senegal","6"
"1838","CC BY-NC-SA 4.0","Serbia and Montenegro","59600000"
"1839","CC BY-NC-SA 4.0","Seychelles","1"
"1840","CC BY-NC-SA 4.0","Sierra Leone","5"
"1841","CC BY-NC-SA 4.0","Singapore","3910"
"1842","CC BY-NC-SA 4.0","Slovakia","424"
"1843","CC BY-NC-SA 4.0","Slovenia","2260"
"1844","CC BY-NC-SA 4.0","Solomon Islands","1"
"1845","CC BY-NC-SA 4.0","Somalia","43"
"1846","CC BY-NC-SA 4.0","South Africa","36200"
"1847","CC BY-NC-SA 4.0","South Georgia and the South Sandwich Islands","0"
"1848","CC BY-NC-SA 4.0","Spain","35900"
"1849","CC BY-NC-SA 4.0","Sri Lanka","81"
"1850","CC BY-NC-SA 4.0","Sudan","5"
"1851","CC BY-NC-SA 4.0","Suriname","0"
"1852","CC BY-NC-SA 4.0","Svalbard and Jan Mayen","0"
"1853","CC BY-NC-SA 4.0","Swaziland","0"
"1854","CC BY-NC-SA 4.0","Sweden","7450"
"1855","CC BY-NC-SA 4.0","Switzerland","21900"
"1856","CC BY-NC-SA 4.0","Syrian Arab Republic","127"
"1857","CC BY-NC-SA 4.0","Taiwan, Province of China","551"
"1858","CC BY-NC-SA 4.0","Tajikistan","5"
"1859","CC BY-NC-SA 4.0","Tanzania, United Republic of","90"
"1860","CC BY-NC-SA 4.0","Thailand","846"
"1861","CC BY-NC-SA 4.0","Togo","1"
"1862","CC BY-NC-SA 4.0","Tokelau","0"
"1863","CC BY-NC-SA 4.0","Tonga","10"
"1864","CC BY-NC-SA 4.0","Trinidad and Tobago","6"
"1865","CC BY-NC-SA 4.0","Tunisia","30"
"1866","CC BY-NC-SA 4.0","Turkey","9490"
"1867","CC BY-NC-SA 4.0","Turkmenistan","1"
"1868","CC BY-NC-SA 4.0","Turks and Caicos Islands","0"
"1869","CC BY-NC-SA 4.0","Tuvalu","0"
"1870","CC BY-NC-SA 4.0","Uganda","155"
"1871","CC BY-NC-SA 4.0","Ukraine","3180"
"1872","CC BY-NC-SA 4.0","United Arab Emirates","165"
"1873","CC BY-NC-SA 4.0","United Kingdom","97500"
"1874","CC BY-NC-SA 4.0","United States","34500000"
"1875","CC BY-NC-SA 4.0","United States Minor Outlying Islands","0"
"1876","CC BY-NC-SA 4.0","Uruguay","198"
"1877","CC BY-NC-SA 4.0","Uzbekistan","52"
"1878","CC BY-NC-SA 4.0","Vanuatu","0"
"1879","CC BY-NC-SA 4.0","Venezuela","3650"
"1880","CC BY-NC-SA 4.0","Vietnam","1130"
"1881","CC BY-NC-SA 4.0","Virgin Islands, British","41"
"1882","CC BY-NC-SA 4.0","Virgin Islands, U.S.","705"
"1883","CC BY-NC-SA 4.0","Wallis and Futuna","3"
"1884","CC BY-NC-SA 4.0","Western Sahara","0"
"1885","CC BY-NC-SA 4.0","Yemen","10"
"1886","CC BY-NC-SA 4.0","Yugoslavia","0"
"1887","CC BY-NC-SA 4.0","Zambia","17"
"1888","CC BY-NC-SA 4.0","Zimbabwe","15"
"1889","CC BY-ND 4.0","Afghanistan","489"
"1890","CC BY-ND 4.0","Albania","297"
"1891","CC BY-ND 4.0","Algeria","3100"
"1892","CC BY-ND 4.0","American Samoa","4"
"1893","CC BY-ND 4.0","Andorra","4"
"1894","CC BY-ND 4.0","Angola","176"
"1895","CC BY-ND 4.0","Anguilla","1"
"1896","CC BY-ND 4.0","Antarctica","5"
"1897","CC BY-ND 4.0","Antigua and Barbuda","9"
"1898","CC BY-ND 4.0","Argentina","41700"
"1899","CC BY-ND 4.0","Armenia","8860"
"1900","CC BY-ND 4.0","Aruba","19700"
"1901","CC BY-ND 4.0","Australia","209000"
"1902","CC BY-ND 4.0","Austria","32900"
"1903","CC BY-ND 4.0","Azerbaijan","1700"
"1904","CC BY-ND 4.0","Bahamas","5"
"1905","CC BY-ND 4.0","Bahrain","89"
"1906","CC BY-ND 4.0","Bangladesh","1680"
"1907","CC BY-ND 4.0","Barbados","6"
"1908","CC BY-ND 4.0","Belarus","458"
"1909","CC BY-ND 4.0","Belgium","75300"
"1910","CC BY-ND 4.0","Belize","4"
"1911","CC BY-ND 4.0","Benin","429"
"1912","CC BY-ND 4.0","Bermuda","4"
"1913","CC BY-ND 4.0","Bhutan","626"
"1914","CC BY-ND 4.0","Bolivia","1200"
"1915","CC BY-ND 4.0","Bosnia and Herzegovina","2350"
"1916","CC BY-ND 4.0","Botswana","156"
"1917","CC BY-ND 4.0","Bouvet Island","0"
"1918","CC BY-ND 4.0","Brazil","385000"
"1919","CC BY-ND 4.0","British Indian Ocean Territory","0"
"1920","CC BY-ND 4.0","Brunei Darussalam","323"
"1921","CC BY-ND 4.0","Bulgaria","14500"
"1922","CC BY-ND 4.0","Burkina Faso","71"
"1923","CC BY-ND 4.0","Burundi","4"
"1924","CC BY-ND 4.0","Cambodia","1440"
"1925","CC BY-ND 4.0","Cameroon","151"
"1926","CC BY-ND 4.0","Canada","322000"
"1927","CC BY-ND 4.0","Cape Verde","6"
"1928","CC BY-ND 4.0","Cayman Islands","4"
"1929","CC BY-ND 4.0","Central African Republic","0"
"1930","CC BY-ND 4.0","Chad","43"
"1931","CC BY-ND 4.0","Chile","14000"
"1932","CC BY-ND 4.0","China","73200"
"1933","CC BY-ND 4.0","Christmas Island","7"
"1934","CC BY-ND 4.0","Cocos (Keeling) Islands","0"
"1935","CC BY-ND 4.0","Colombia","42600"
"1936","CC BY-ND 4.0","Comoros","0"
"1937","CC BY-ND 4.0","Congo","33"
"1938","CC BY-ND 4.0","Congo, the Democratic Republic of the","50"
"1939","CC BY-ND 4.0","Cook Islands","47"
"1940","CC BY-ND 4.0","Costa Rica","8090"
"1941","CC BY-ND 4.0","Cote D'ivoire","16"
"1942","CC BY-ND 4.0","Croatia (Hrvatska)","19600"
"1943","CC BY-ND 4.0","Cuba","8760"
"1944","CC BY-ND 4.0","Cyprus","8250"
"1945","CC BY-ND 4.0","Czech Republic","22700"
"1946","CC BY-ND 4.0","Denmark","41500"
"1947","CC BY-ND 4.0","Djibouti","6"
"1948","CC BY-ND 4.0","Dominica","0"
"1949","CC BY-ND 4.0","Dominican Republic","396"
"1950","CC BY-ND 4.0","East Timor","0"
"1951","CC BY-ND 4.0","Ecuador","22400"
"1952","CC BY-ND 4.0","Egypt","3210"
"1953","CC BY-ND 4.0","El Salvador","503"
"1954","CC BY-ND 4.0","Equatorial Guinea","0"
"1955","CC BY-ND 4.0","Eritrea","1"
"1956","CC BY-ND 4.0","Estonia","3340"
"1957","CC BY-ND 4.0","Ethiopia","1670"
"1958","CC BY-ND 4.0","European Union","0"
"1959","CC BY-ND 4.0","Falkland Islands (Malvinas)","5"
"1960","CC BY-ND 4.0","Faroe Islands","182"
"1961","CC BY-ND 4.0","Fiji","175"
"1962","CC BY-ND 4.0","Finland","84400"
