"PLAN_INDEX","TOOL_IDENTIFIER","COUNTRY","COUNT"
"970","CC BY 4.0","Congo, the Democratic Republic of the","57"
"971","CC BY 4.0","Cook Islands","53"
"972","CC BY 4.0","Costa Rica","29800"
"973","CC BY 4.0","Cote D'ivoire","9"
"974","CC BY 4.0","Croatia (Hrvatska)","21600"
"975","CC BY 4.0","Cuba","13700"
"976","CC BY 4.0","Cyprus","7380"
"977","CC BY 4.0","Czech Republic","33900"
"978","CC BY 4.0","Denmark","43500"
"979","CC BY 4.0","Djibouti","9"
"980","CC BY 4.0","Dominica","0"
"981","CC BY 4.0","Dominican Republic","364"
"982","CC BY 4.0","East Timor","0"
"983","CC BY 4.0","Ecuador","61100"
"984","CC BY 4.0","Egypt","5600"
"985","CC BY 4.0","El Salvador","610"
"986","CC BY 4.0","Equatorial Guinea","0"
"987","CC BY 4.0","Eritrea","1"
"988","CC BY 4.0","Estonia","2390"
"989","CC BY 4.0","Ethiopia","2090"
"990","CC BY 4.0","European Union","0"
"991","CC BY 4.0","Falkland Islands (Malvinas)","4"
"992","CC BY 4.0","Faroe Islands","185"
"993","CC BY 4.0","Fiji","168"
"994","CC BY 4.0","Finland","92900"
"995","CC BY 4.0","France","331000"
"996","CC BY 4.0","France, Metropolitan","0"
"997","CC BY 4.0","French Guiana","1"
"998","CC BY 4.0","French Polynesia","4"
"999","CC BY 4.0","French Southern Territories","1"
"1000","CC BY 4.0","Gabon","0"
"1001","CC BY 4.0","Gambia","22"
"1002","CC BY 4.0","Georgia","866"
"1003","CC BY 4.0","Germany","11300000"
"1004","CC BY 4.0","Ghana","4570"
"1005","CC BY 4.0","Gibraltar","2"
"1006","CC BY 4.0","Greece","22200"
"1007","CC BY 4.0","Greenland","15"
"1008","CC BY 4.0","Grenada","4"
"1009","CC BY 4.0","Guadeloupe","1"
"1010","CC BY 4.0","Guam","0"
"1011","CC BY 4.0","Guatemala","531"
"1012","CC BY 4.0","Guinea","2"
"1013","CC BY 4.0","Guinea-Bissau","5"
"1014","CC BY 4.0","Guyana","8"
"1015","CC BY 4.0","Haiti","134"
"1016","CC BY 4.0","Heard Island and Mcdonald Islands","2"
"1017","CC BY 4.0","Holy See (Vatican City State)","5"
"1018","CC BY 4.0","Honduras","117"
"1019","CC BY 4.0","Hong Kong","46600"
"1020","CC BY 4.0","Hungary","20000"
"1021","CC BY 4.0","Iceland","7510"
"1022","CC BY 4.0","India","157000"
"1023","CC BY 4.0","Indonesia","304000"
"1024","CC BY 4.0","Iran, Islamic Republic of","59500"
"1025","CC BY 4.0","Iraq","30200"
"1026","CC BY 4.0","Ireland","127000"
"1027","CC BY 4.0","Israel","2750"
"1028","CC BY 4.0","Italy","219000"
"1029","CC BY 4.0","Jamaica","110"
"1030","CC BY 4.0","Japan","137000"
"1031","CC BY 4.0","Jordan","881"
"1032","CC BY 4.0","Kazakhstan","2410"
"1033","CC BY 4.0","Kenya","6500"
"1034","CC BY 4.0","Kiribati","1"
"1035","CC BY 4.0","Korea, Democratic People's Republic of","0"
"1036","CC BY 4.0","Korea, Republic of","141000"
"1037","CC BY 4.0","Kuwait","87"
"1038","CC BY 4.0","Kyrgyzstan","122"
"1039","CC BY 4.0","Lao People's Democratic Republic","6"
"1040","CC BY 4.0","Latvia","3000"
"1041","CC BY 4.0","Lebanon","2030"
"1042","CC BY 4.0","Lesotho","106"
"1043","CC BY 4.0","Liberia","2"
"1044","CC BY 4.0","Libyan Arab Jamahiriya","9830"
"1045","CC BY 4.0","Liechtenstein","54"
"1046","CC BY 4.0","Lithuania","30900"
"1047","CC BY 4.0","Luxembourg","12300"
"1048","CC BY 4.0","Macao","50"
"1049","CC BY 4.0","Macedonia, the Former Yugosalv Republic of","1670"
"1050","CC BY 4.0","Madagascar","2680"
"1051","CC BY 4.0","Malawi","435"
"1052","CC BY 4.0","Malaysia","18300"
"1053","CC BY 4.0","Maldives","105"
"1054","CC BY 4.0","Mali","10"
"1055","CC BY 4.0","Malta","1770"
"1056","CC BY 4.0","Marshall Islands","0"
"1057","CC BY 4.0","Martinique","3"
"1058","CC BY 4.0","Mauritania","5"
"1059","CC BY 4.0","Mauritius","39"
"1060","CC BY 4.0","Mayotte","0"
"1061","CC BY 4.0","Mexico","56200"
"1062","CC BY 4.0","Micronesia, Federated States of","5"
"1063","CC BY 4.0","Moldova, Republic of","1180"
"1064","CC BY 4.0","Monaco","8"
"1065","CC BY 4.0","Mongolia","92"
"1066","CC BY 4.0","Montserrat","0"
"1067","CC BY 4.0","Morocco","802"
"1068","CC BY 4.0","Mozambique","142"
"1069","CC BY 4.0","Myanmar","1100"
"1070","CC BY 4.0","Namibia","384"
"1071","CC BY 4.0","Nauru","1"
"1072","CC BY 4.0","Nepal","3880"
"1073","CC BY 4.0","Netherlands","166000"
"1074","CC BY 4.0","Netherlands Antilles","0"
"1075","CC BY 4.0","New Caledonia","21"
"1076","CC BY 4.0","New Zealand","32300"
"1077","CC BY 4.0","Nicaragua","12300"
"1078","CC BY 4.0","Niger","9"
"1079","CC BY 4.0","Nigeria","18700"
"1080","CC BY 4.0","Niue","1"
"1081","CC BY 4.0","Norfolk Island","3"
"1082","CC BY 4.0","Northern Mariana Islands","2"
"1083","CC BY 4.0","Norway","25400"
"1084","CC BY 4.0","Oman","1620"
"1085","CC BY 4.0","Pakistan","14200"
"1086","CC BY 4.0","Palau","4"
"1087","CC BY 4.0","Palestinian Territory","381"
"1088","CC BY 4.0","Panama","2030"
"1089","CC BY 4.0","Papua New Guinea","31"
"1090","CC BY 4.0","Paraguay","937"
"1091","CC BY 4.0","Peru","48300"
"1092","CC BY 4.0","Philippines","11700"
"1093","CC BY 4.0","Pitcairn","0"
"1094","CC BY 4.0","Poland","217000"
"1095","CC BY 4.0","Portugal","32000"
"1096","CC BY 4.0","Puerto Rico","359"
"1097","CC BY 4.0","Qatar","8090"
"1098","CC BY 4.0","Reunion","10"
"1099","CC BY 4.0","Romania","13500"
"1100","CC BY 4.0","Russian Federation","142000"
"1101","CC BY 4.0","Rwanda","2860"
"1102","CC BY 4.0","Saint Helena","40"
"1103","CC BY 4.0","Saint Kitts and Nevis","2"
"1104","CC BY 4.0","Saint Lucia","7"
"1105","CC BY 4.0","Saint Pierre and Miquelon","6"
"1106","CC BY 4.0","Saint Vincent and the Grenadines","6"
"1107","CC BY 4.0","Samoa","9"
"1108","CC BY 4.0","San Marino","32"
"1109","CC BY 4.0","Sao Tome and Principe","29"
"1110","CC BY 4.0","Saudi Arabia","7890"
"1111","CC BY 4.0","Senegal","53"
"1112","CC BY 4.0","Serbia and Montenegro","364000000"
"1113","CC BY 4.0","Seychelles","3"
"1114","CC BY 4.0","Sierra Leone","34"
"1115","CC BY 4.0","Singapore","66600"
"1116","CC BY 4.0","Slovakia","4120"
"1117","CC BY 4.0","Slovenia","88000"
"1118","CC BY 4.0","Solomon Islands","4"
"1119","CC BY 4.0","Somalia","3340"
"1120","CC BY 4.0","South Africa","83300"
"1121","CC BY 4.0","South Georgia and the South Sandwich Islands","1"
"1122","CC BY 4.0","Spain","253000"
"1123","CC BY 4.0","Sri Lanka","1580"
"1124","CC BY 4.0","Sudan","51"
"1125","CC BY 4.0","Suriname","5"
"1126","CC BY 4.0","Svalbard and Jan Mayen","0"
"1127","CC BY 4.0","Swaziland","5"
"1128","CC BY 4.0","Sweden","72200"
"1129","CC BY 4.0","Switzerland","225000"
"1130","CC BY 4.0","Syrian Arab Republic","457"
"1131","CC BY 4.0","Taiwan, Province of China","5750"
"1132","CC BY 4.0","Tajikistan","314"
"1133","CC BY 4.0","Tanzania, United Republic of","1350"
"1134","CC BY 4.0","Thailand","10900"
"1135","CC BY 4.0","Togo","28"
"1136","CC BY 4.0","Tokelau","0"
"1137","CC BY 4.0","Tonga","84"
"1138","CC BY 4.0","Trinidad and Tobago","96"
"1139","CC BY 4.0","Tunisia","865"
"1140","CC BY 4.0","Turkey","96400"
"1141","CC BY 4.0","Turkmenistan","7"
"1142","CC BY 4.0","Turks and Caicos Islands","3"
"1143","CC BY 4.0","Tuvalu","1"
"1144","CC BY 4.0","Uganda","7280"
"1145","CC BY 4.0","Ukraine","45300"
"1146","CC BY 4.0","United Arab Emirates","2830"
"1147","CC BY 4.0","United Kingdom","3970000"
"1148","CC BY 4.0","United States","338000000"
"1149","CC BY 4.0","United States Minor Outlying Islands","0"
"1150","CC BY 4.0","Uruguay","3730"
"1151","CC BY 4.0","Uzbekistan","5770"
"1152","CC BY 4.0","Vanuatu","4"
"1153","CC BY 4.0","Venezuela","5480"
"1154","CC BY 4.0","Vietnam","14800"
"1155","CC BY 4.0","Virgin Islands, British","773"
"1156","CC BY 4.0","Virgin Islands, U.S.","1540"
"1157","CC BY 4.0","Wallis and Futuna","3"
"1158","CC BY 4.0","Western Sahara","0"
"1159","CC BY 4.0","Yemen","1260"
"1160","CC BY 4.0","Yugoslavia","0"
"1161","CC BY 4.0","Zambia","3490"
"1162","CC BY 4.0","Zimbabwe","739"
"1163","CC BY-NC 4.0","Afghanistan","82"
"1164","CC BY-NC 4.0","Albania","124"
"1165","CC BY-NC 4.0","Algeria","930"
"1166","CC BY-NC 4.0","American Samoa","0"
"1167","CC BY-NC 4.0","Andorra","4"
"1168","CC BY-NC 4.0","Angola","128"
"1169","CC BY-NC 4.0","Anguilla","0"
"1170","CC BY-NC 4.0","Antarctica","0"
"1171","CC BY-NC 4.0","Antigua and Barbuda","0"
"1172","CC BY-NC 4.0","Argentina","52600"
"1173","CC BY-NC 4.0","Armenia","266"
"1174","CC BY-NC 4.0","Aruba","21300"
"1175","CC BY-NC 4.0","Australia","63500"
"1176","CC BY-NC 4.0","Austria","10600"
"1177","CC BY-NC 4.0","Azerbaijan","684"
"1178","CC BY-NC 4.0","Bahamas","3"
"1179","CC BY-NC 4.0","Bahrain","13"
"1180","CC BY-NC 4.0","Bangladesh","353"
"1181","CC BY-NC 4.0","Barbados","3"
"1182","CC BY-NC 4.0","Belarus","98"
"1183","CC BY-NC 4.0","Belgium","24700"
"1184","CC BY-NC 4.0","Belize","3"
"1185","CC BY-NC 4.0","Benin","7"
"1186","CC BY-NC 4.0","Bermuda","2"
"1187","CC BY-NC 4.0","Bhutan","22"
"1188","CC BY-NC 4.0","Bolivia","128"
"1189","CC BY-NC 4.0","Bosnia and Herzegovina","264"
"1190","CC BY-NC 4.0","Botswana","48"
"1191","CC BY-NC 4.0","Bouvet Island","0"
"1192","CC BY-NC 4.0","Brazil","230000"
"1193","CC BY-NC 4.0","British Indian Ocean Territory","0"
"1194","CC BY-NC 4.0","Brunei Darussalam","10"
"1195","CC BY-NC 4.0","Bulgaria","1680"
"1196","CC BY-NC 4.0","Burkina Faso","41"
"1197","CC BY-NC 4.0","Burundi","4"
"1198","CC BY-NC 4.0","Cambodia","27"
"1199","CC BY-NC 4.0","Cameroon","51"
"1200","CC BY-NC 4.0","Canada","60100"
"1201","CC BY-NC 4.0","Cape Verde","4"
"1202","CC BY-NC 4.0","Cayman Islands","1"
"1203","CC BY-NC 4.0","Central African Republic","0"
"1204","CC BY-NC 4.0","Chad","1"
"1205","CC BY-NC 4.0","Chile","4290"
"1206","CC BY-NC 4.0","China","36100"
"1207","CC BY-NC 4.0","Christmas Island","1"
"1208","CC BY-NC 4.0","Cocos (Keeling) Islands","0"
"1209","CC BY-NC 4.0","Colombia","37700"
"1210","CC BY-NC 4.0","Comoros","0"
"1211","CC BY-NC 4.0","Congo","27"
"1212","CC BY-NC 4.0","Congo, the Democratic Republic of the","16"
"1213","CC BY-NC 4.0","Cook Islands","9"
"1214","CC BY-NC 4.0","Costa Rica","7230"
"1215","CC BY-NC 4.0","Cote D'ivoire","1"
"1216","CC BY-NC 4.0","Croatia (Hrvatska)","5480"
"1217","CC BY-NC 4.0","Cuba","8040"
"1218","CC BY-NC 4.0","Cyprus","4510"
"1219","CC BY-NC 4.0","Czech Republic","18900"
"1220","CC BY-NC 4.0","Denmark","16900"
"1221","CC BY-NC 4.0","Djibouti","2"
"1222","CC BY-NC 4.0","Dominica","0"
"1223","CC BY-NC 4.0","Dominican Republic","79"
"1224","CC BY-NC 4.0","East Timor","0"
"1225","CC BY-NC 4.0","Ecuador","44400"
"1226","CC BY-NC 4.0","Egypt","1440"
"1227","CC BY-NC 4.0","El Salvador","259"
"1228","CC BY-NC 4.0","Equatorial Guinea","0"
"1229","CC BY-NC 4.0","Eritrea","0"
"1230","CC BY-NC 4.0","Estonia","871"
"1231","CC BY-NC 4.0","Ethiopia","639"
"1232","CC BY-NC 4.0","European Union","0"
"1233","CC BY-NC 4.0","Falkland Islands (Malvinas)","0"
"1234","CC BY-NC 4.0","Faroe Islands","57"
"1235","CC BY-NC 4.0","Fiji","10"
"1236","CC BY-NC 4.0","Finland","26500"
"1237","CC BY-NC 4.0","France","135000"
"1238","CC BY-NC 4.0","France, Metropolitan","0"
"1239","CC BY-NC 4.0","French Guiana","0"
"1240","CC BY-NC 4.0","French Polynesia","3"
"1241","CC BY-NC 4.0","French Southern Territories","0"
"1242","CC BY-NC 4.0","Gabon","0"
"1243","CC BY-NC 4.0","Gambia","7"
"1244","CC BY-NC 4.0","Georgia","99"
"1245","CC BY-NC 4.0","Germany","270000"
"1246","CC BY-NC 4.0","Ghana","1460"
"1247","CC BY-NC 4.0","Gibraltar","3"
"1248","CC BY-NC 4.0","Greece","7990"
"1249","CC BY-NC 4.0","Greenland","10"
"1250","CC BY-NC 4.0","Grenada","3"
"1251","CC BY-NC 4.0","Guadeloupe","0"
"1252","CC BY-NC 4.0","Guam","0"
"1253","CC BY-NC 4.0","Guatemala","193"
"1254","CC BY-NC 4.0","Guinea","0"
"1255","CC BY-NC 4.0","Guinea-Bissau","2"
"1256","CC BY-NC 4.0","Guyana","1"
"1257","CC BY-NC 4.0","Haiti","42"
"1258","CC BY-NC 4.0","Heard Island and Mcdonald Islands","0"
"1259","CC BY-NC 4.0","Holy See (Vatican City State)","5"
"1260","CC BY-NC 4.0","Honduras","45"
"1261","CC BY-NC 4.0","Hong Kong","18600"
"1262","CC BY-NC 4.0","Hungary","7080"
"1263","CC BY-NC 4.0","Iceland","4120"
"1264","CC BY-NC 4.0","India","32300"
"1265","CC BY-NC 4.0","Indonesia","38500"
"1266","CC BY-NC 4.0","Iran, Islamic Republic of","23600"
"1267","CC BY-NC 4.0","Iraq","3060"
"1268","CC BY-NC 4.0","Ireland","62700"
"1269","CC BY-NC 4.0","Israel","943"
"1270","CC BY-NC 4.0","Italy","62100"
"1271","CC BY-NC 4.0","Jamaica","6"
"1272","CC BY-NC 4.0","Japan","65000"
"1273","CC BY-NC 4.0","Jordan","390"
"1274","CC BY-NC 4.0","Kazakhstan","1050"
"1275","CC BY-NC 4.0","Kenya","2530"
"1276","CC BY-NC 4.0","Kiribati","1"
"1277","CC BY-NC 4.0","Korea, Democratic People's Republic of","0"
"1278","CC BY-NC 4.0","Korea, Republic of","122000"
"1279","CC BY-NC 4.0","Kuwait","43"
"1280","CC BY-NC 4.0","Kyrgyzstan","30"
"1281","CC BY-NC 4.0","Lao People's Democratic Republic","1"
"1282","CC BY-NC 4.0","Latvia","801"
"1283","CC BY-NC 4.0","Lebanon","952"
"1284","CC BY-NC 4.0","Lesotho","5"
"1285","CC BY-NC 4.0","Liberia","0"
"1286","CC BY-NC 4.0","Libyan Arab Jamahiriya","1800"
"1287","CC BY-NC 4.0","Liechtenstein","13"
"1288","CC BY-NC 4.0","Lithuania","5550"
"1289","CC BY-NC 4.0","Luxembourg","1250"
"1290","CC BY-NC 4.0","Macao","29"
"1291","CC BY-NC 4.0","Macedonia, the Former Yugosalv Republic of","522"
"1292","CC BY-NC 4.0","Madagascar","8"
"1293","CC BY-NC 4.0","Malawi","109"
"1294","CC BY-NC 4.0","Malaysia","5420"
"1295","CC BY-NC 4.0","Maldives","22"
"1296","CC BY-NC 4.0","Mali","1"
"1297","CC BY-NC 4.0","Malta","632"
"1298","CC BY-NC 4.0","Marshall Islands","0"
"1299","CC BY-NC 4.0","Martinique","0"
"1300","CC BY-NC 4.0","Mauritania","78"
"1301","CC BY-NC 4.0","Mauritius","6"
"1302","CC BY-NC 4.0","Mayotte","0"
"1303","CC BY-NC 4.0","Mexico","25700"
"1304","CC BY-NC 4.0","Micronesia, Federated States of","0"
"1305","CC BY-NC 4.0","Moldova, Republic of","200"
"1306","CC BY-NC 4.0","Monaco","4"
"1307","CC BY-NC 4.0","Mongolia","26"
"1308","CC BY-NC 4.0","Montserrat","0"
"1309","CC BY-NC 4.0","Morocco","261"
"1310","CC BY-NC 4.0","Mozambique","46"
"1311","CC BY-NC 4.0","Myanmar","24"
"1312","CC BY-NC 4.0","Namibia","69"
"1313","CC BY-NC 4.0","Nauru","0"
"1314","CC BY-NC 4.0","Nepal","1230"
"1315","CC BY-NC 4.0","Netherlands","49800"
"1316","CC BY-NC 4.0","Netherlands Antilles","0"
"1317","CC BY-NC 4.0","New Caledonia","20"
"1318","CC BY-NC 4.0","New Zealand","9070"
"1319","CC BY-NC 4.0","Nicaragua","9200"
"1320","CC BY-NC 4.0","Niger","2"
"1321","CC BY-NC 4.0","Nigeria","6750"
"1322","CC BY-NC 4.0","Niue","0"
"1323","CC BY-NC 4.0","Norfolk Island","2"
"1324","CC BY-NC 4.0","Northern Mariana Islands","0"
"1325","CC BY-NC 4.0","Norway","12000"
"1326","CC BY-NC 4.0","Oman","102"
"1327","CC BY-NC 4.0","Pakistan","2480"
"1328","CC BY-NC 4.0","Palau","0"
"1329","CC BY-NC 4.0","Palestinian Territory","75"
"1330","CC BY-NC 4.0","Panama","1650"
"1331","CC BY-NC 4.0","Papua New Guinea","8"
"1332","CC BY-NC 4.0","Paraguay","64"
"1333","CC BY-NC 4.0","Peru","21700"
"1334","CC BY-NC 4.0","Philippines","2830"
"1335","CC BY-NC 4.0","Pitcairn","0"
"1336","CC BY-NC 4.0","Poland","65000"
"1337","CC BY-NC 4.0","Portugal","12500"
"1338","CC BY-NC 4.0","Puerto Rico","57"
"1339","CC BY-NC 4.0","Qatar","1880"
"1340","CC BY-NC 4.0","Reunion","9"
"1341","CC BY-NC 4.0","Romania","5240"
"1342","CC BY-NC 4.0","Russian Federation","21700"
"1343","CC BY-NC 4.0","Rwanda","161"
"1344","CC BY-NC 4.0","Saint Helena","14"
"1345","CC BY-NC 4.0","Saint Kitts and Nevis","0"
"1346","CC BY-NC 4.0","Saint Lucia","1"
"1347","CC BY-NC 4.0","Saint Pierre and Miquelon","6"
"1348","CC BY-NC 4.0","Saint Vincent and the Grenadines","2"
"1349","CC BY-NC 4.0","Samoa","8"
"1350","CC BY-NC 4.0","San Marino","2"
"1351","CC BY-NC 4.0","Sao Tome and Principe","4"
"1352","CC BY-NC 4.0","Saudi Arabia","3480"
"1353","CC BY-NC 4.0","Senegal","8"
"1354","CC BY-NC 4.0","Serbia and Montenegro","153000000"
"1355","CC BY-NC 4.0","Seychelles","1"
"1356","CC BY-NC 4.0","Sierra Leone","12"
"1357","CC BY-NC 4.0","Singapore","11500"
"1358","CC BY-NC 4.0","Slovakia","891"
"1359","CC BY-NC 4.0","Slovenia","29500"
"1360","CC BY-NC 4.0","Solomon Islands","2"
"1361","CC BY-NC 4.0","Somalia","167"
"1362","CC BY-NC 4.0","South Africa","16600"
"1363","CC BY-NC 4.0","South Georgia and the South Sandwich Islands","0"
"1364","CC BY-NC 4.0","Spain","86600"
"1365","CC BY-NC 4.0","Sri Lanka","222"
"1366","CC BY-NC 4.0","Sudan","7"
"1367","CC BY-NC 4.0","Suriname","1"
"1368","CC BY-NC 4.0","Svalbard and Jan Mayen","0"
"1369","CC BY-NC 4.0","Swaziland","0"
"1370","CC BY-NC 4.0","Sweden","23400"
"1371","CC BY-NC 4.0","Switzerland","58200"
"1372","CC BY-NC 4.0","Syrian Arab Republic","116"
"1373","CC BY-NC 4.0","Taiwan, Province of China","2470"
"1374","CC BY-NC 4.0","Tajikistan","5"
"1375","CC BY-NC 4.0","Tanzania, United Republic of","243"
"1376","CC BY-NC 4.0","Thailand","4250"
"1377","CC BY-NC 4.0","Togo","4"
"1378","CC BY-NC 4.0","Tokelau","0"
"1379","CC BY-NC 4.0","Tonga","17"
"1380","CC BY-NC 4.0","Trinidad and Tobago","35"
"1381","CC BY-NC 4.0","Tunisia","107"
"1382","CC BY-NC 4.0","Turkey","41300"
"1383","CC BY-NC 4.0","Turkmenistan","3"
"1384","CC BY-NC 4.0","Turks and Caicos Islands","0"
"1385","CC BY-NC 4.0","Tuvalu","0"
"1386","CC BY-NC 4.0","Uganda","1430"
"1387","CC BY-NC 4.0","Ukraine","7150"
"1388","CC BY-NC 4.0","United Arab Emirates","597"
"1389","CC BY-NC 4.0","United Kingdom","260000"
"1390","CC BY-NC 4.0","United States","128000000"
"1391","CC BY-NC 4.0","United States Minor Outlying Islands","0"
"1392","CC BY-NC 4.0","Uruguay","1260"
"1393","CC BY-NC 4.0","Uzbekistan","90"
"1394","CC BY-NC 4.0","Vanuatu","2"
"1395","CC BY-NC 4.0","Venezuela","2720"
"1396","CC BY-NC 4.0","Vietnam","5100"
"1397","CC BY-NC 4.0","Virgin Islands, British","46"
"1398","CC BY-NC 4.0","Virgin Islands, U.S.","872"
"1399","CC BY-NC 4.0","Wallis and Futuna","3"
"1400","CC BY-NC 4.0","Western Sahara","0"
"1401","CC BY-NC 4.0","Yemen","65"
"1402","CC BY-NC 4.0","Yugoslavia","0"
"1403","CC BY-NC 4.0","Zambia","66"
"1404","CC BY-NC 4.0","Zimbabwe","66"
"1405","CC BY-NC-ND 4.0","Afghanistan","83"
"1406","CC BY-NC-ND 4.0","Albania","127"
"1407","CC BY-NC-ND 4.0","Algeria","944"
"1408","CC BY-NC-ND 4.0","American Samoa","0"
"1409","CC BY-NC-ND 4.0","Andorra","3"
"1410","CC BY-NC-ND 4.0","Angola","9"
"1411","CC BY-NC-ND 4.0","Anguilla","0"
"1412","CC BY-NC-ND 4.0","Antarctica","0"
"1413","CC BY-NC-ND 4.0","Antigua and Barbuda","0"
"1414","CC BY-NC-ND 4.0","Argentina","32100"
"1415","CC BY-NC-ND 4.0","Armenia","276"
"1416","CC BY-NC-ND 4.0","Aruba","21600"
"1417","CC BY-NC-ND 4.0","Australia","64400"
"1418","CC BY-NC-ND 4.0","Austria","8170"
"1419","CC BY-NC-ND 4.0","Azerbaijan","671"
"1420","CC BY-NC-ND 4.0","Bahamas","3"
"1421","CC BY-NC-ND 4.0","Bahrain","12"
"1422","CC BY-NC-ND 4.0","Bangladesh","358"
"1423","CC BY-NC-ND 4.0","Barbados","3"
"1424","CC BY-NC-ND 4.0","Belarus","103"
"1425","CC BY-NC-ND 4.0","Belgium","24400"
"1426","CC BY-NC-ND 4.0","Belize","3"
"1427","CC BY-NC-ND 4.0","Benin","10"
"1428","CC BY-NC-ND 4.0","Bermuda","2"
"1429","CC BY-NC-ND 4.0","Bhutan","27"
"1430","CC BY-NC-ND 4.0","Bolivia","106"
"1431","CC BY-NC-ND 4.0","Bosnia and Herzegovina","280"
"1432","CC BY-NC-ND 4.0","Botswana","51"
"1433","CC BY-NC-ND 4.0","Bouvet Island","0"
"1434","CC BY-NC-ND 4.0","Brazil","221000"
"1435","CC BY-NC-ND 4.0","British Indian Ocean Territory","0"
"1436","CC BY-NC-ND 4.0","Brunei Darussalam","10"
"1437","CC BY-NC-ND 4.0","Bulgaria","1670"
"1438","CC BY-NC-ND 4.0","Burkina Faso","42"
"1439","CC BY-NC-ND 4.0","Burundi","4"
"1440","CC BY-NC-ND 4.0","Cambodia","28"
"1441","CC BY-NC-ND 4.0","Cameroon","49"
"1442","CC BY-NC-ND 4.0","Canada","58400"
"1443","CC BY-NC-ND 4.0","Cape Verde","4"
"1444","CC BY-NC-ND 4.0","Cayman Islands","1"
"1445","CC BY-NC-ND 4.0","Central African Republic","0"
"1446","CC BY-NC-ND 4.0","Chad","1"
"1447","CC BY-NC-ND 4.0","Chile","4160"
"1448","CC BY-NC-ND 4.0","China","36400"
"1449","CC BY-NC-ND 4.0","Christmas Island","1"
"1450","CC BY-NC-ND 4.0","Cocos (Keeling) Islands","0"
"1451","CC BY-NC-ND 4.0","Colombia","33000"
"1452","CC BY-NC-ND 4.0","Comoros","0"
"1453","CC BY-NC-ND 4.0","Congo","27"
"1454","CC BY-NC-ND 4.0","Congo, the Democratic Republic of the","5"
"1455","CC BY-NC-ND 4.0","Cook Islands","9"
"1456","CC BY-NC-ND 4.0","Costa Rica","5220"
"1457","CC BY-NC-ND 4.0","Cote D'ivoire","1"
"1458","CC BY-NC-ND 4.0","Croatia (Hrvatska)","5360"
"1459","CC BY-NC-ND 4.0","Cuba","7550"
"1460","CC BY-NC-ND 4.0","Cyprus","4490"
"1461","CC BY-NC-ND 4.0","Czech Republic","17200"
"1462","CC BY-NC-ND 4.0","Denmark","16900"
"1463","CC BY-NC-ND 4.0","Djibouti","2"
"1464","CC BY-NC-ND 4.0","Dominica","0"
"1465","CC BY-NC-ND 4.0","Dominican Republic","77"
"1466","CC BY-NC-ND 4.0","East Timor","0"
"1467","CC BY-NC-ND 4.0","Ecuador","30900"
"1468","CC BY-NC-ND 4.0","Egypt","1420"
"1469","CC BY-NC-ND 4.0","El Salvador","229"
"1470","CC BY-NC-ND 4.0","Equatorial Guinea","0"
"1471","CC BY-NC-ND 4.0","Eritrea","0"
"1472","CC BY-NC-ND 4.0","Estonia","938"
"1473","CC BY-NC-ND 4.0","Ethiopia","655"
"1474","CC BY-NC-ND 4.0","European Union","0"
"1475","CC BY-NC-ND 4.0","Falkland Islands (Malvinas)","0"
